ncm;artigo;pagina;trecho
85151900;279;123;".40.40, 8504.40.50, 8504.40.90, 8504.90.30, 8504.90.40, 8505.90.90, 8508.60.00, 8514.11.00, 8514.19.00, 8514.20.11, 8514.20.19, 8514.20.20, 8514.31.00, 8514.32.00, 8514.39.00, 8514.40.00, 8515.11.00, 8515.19.00, 8515.21.00, 8515.29.00, 8515.31.10, 8515.31.90, 8515.39.00, 8515.80.10, 8515.80.90, 8543.30.10, 8543.30.90, "
85152100;279;123;".40.50, 8504.40.90, 8504.90.30, 8504.90.40, 8505.90.90, 8508.60.00, 8514.11.00, 8514.19.00, 8514.20.11, 8514.20.19, 8514.20.20, 8514.31.00, 8514.32.00, 8514.39.00, 8514.40.00, 8515.11.00, 8515.19.00, 8515.21.00, 8515.29.00, 8515.31.10, 8515.31.90, 8515.39.00, 8515.80.10, 8515.80.90, 8543.30.10, 8543.30.90, 8601.10.00, "
85152900;279;123;".40.90, 8504.90.30, 8504.90.40, 8505.90.90, 8508.60.00, 8514.11.00, 8514.19.00, 8514.20.11, 8514.20.19, 8514.20.20, 8514.31.00, 8514.32.00, 8514.39.00, 8514.40.00, 8515.11.00, 8515.19.00, 8515.21.00, 8515.29.00, 8515.31.10, 8515.31.90, 8515.39.00, 8515.80.10, 8515.80.90, 8543.30.10, 8543.30.90, 8601.10.00, 8602.10.00, "
85153110;279;123;".90.30, 8504.90.40, 8505.90.90, 8508.60.00, 8514.11.00, 8514.19.00, 8514.20.11, 8514.20.19, 8514.20.20, 8514.31.00, 8514.32.00, 8514.39.00, 8514.40.00, 8515.11.00, 8515.19.00, 8515.21.00, 8515.29.00, 8515.31.10, 8515.31.90, 8515.39.00, 8515.80.10, 8515.80.90, 8543.30.10, 8543.30.90, 8601.10.00, 8602.10.00, 8604.00.90, "
85153190;279;123;".90.40, 8505.90.90, 8508.60.00, 8514.11.00, 8514.19.00, 8514.20.11, 8514.20.19, 8514.20.20, 8514.31.00, 8514.32.00, 8514.39.00, 8514.40.00, 8515.11.00, 8515.19.00, 8515.21.00, 8515.29.00, 8515.31.10, 8515.31.90, 8515.39.00, 8515.80.10, 8515.80.90, 8543.30.10, 8543.30.90, 8601.10.00, 8602.10.00, 8604.00.90, 8701.10.00, "
85153900;279;123;".90.90, 8508.60.00, 8514.11.00, 8514.19.00, 8514.20.11, 8514.20.19, 8514.20.20, 8514.31.00, 8514.32.00, 8514.39.00, 8514.40.00, 8515.11.00, 8515.19.00, 8515.21.00, 8515.29.00, 8515.31.10, 8515.31.90, 8515.39.00, 8515.80.10, 8515.80.90, 8543.30.10, 8543.30.90, 8601.10.00, 8602.10.00, 8604.00.90, 8701.10.00, 8701.30.00, "
85158010;279;123;".60.00, 8514.11.00, 8514.19.00, 8514.20.11, 8514.20.19, 8514.20.20, 8514.31.00, 8514.32.00, 8514.39.00, 8514.40.00, 8515.11.00, 8515.19.00, 8515.21.00, 8515.29.00, 8515.31.10, 8515.31.90, 8515.39.00, 8515.80.10, 8515.80.90, 8543.30.10, 8543.30.90, 8601.10.00, 8602.10.00, 8604.00.90, 8701.10.00, 8701.30.00, 8701.94.10, "
85158090;279;123;".11.00, 8514.19.00, 8514.20.11, 8514.20.19, 8514.20.20, 8514.31.00, 8514.32.00, 8514.39.00, 8514.40.00, 8515.11.00, 8515.19.00, 8515.21.00, 8515.29.00, 8515.31.10, 8515.31.90, 8515.39.00, 8515.80.10, 8515.80.90, 8543.30.10, 8543.30.90, 8601.10.00, 8602.10.00, 8604.00.90, 8701.10.00, 8701.30.00, 8701.94.10, 8701.95.10, "
85433010;279;123;".19.00, 8514.20.11, 8514.20.19, 8514.20.20, 8514.31.00, 8514.32.00, 8514.39.00, 8514.40.00, 8515.11.00, 8515.19.00, 8515.21.00, 8515.29.00, 8515.31.10, 8515.31.90, 8515.39.00, 8515.80.10, 8515.80.90, 8543.30.10, 8543.30.90, 8601.10.00, 8602.10.00, 8604.00.90, 8701.10.00, 8701.30.00, 8701.94.10, 8701.95.10, 8701.91.00, "
85433090;279;123;".20.11, 8514.20.19, 8514.20.20, 8514.31.00, 8514.32.00, 8514.39.00, 8514.40.00, 8515.11.00, 8515.19.00, 8515.21.00, 8515.29.00, 8515.31.10, 8515.31.90, 8515.39.00, 8515.80.10, 8515.80.90, 8543.30.10, 8543.30.90, 8601.10.00, 8602.10.00, 8604.00.90, 8701.10.00, 8701.30.00, 8701.94.10, 8701.95.10, 8701.91.00, 98701.92.00,"
86011000;279;123;".20.19, 8514.20.20, 8514.31.00, 8514.32.00, 8514.39.00, 8514.40.00, 8515.11.00, 8515.19.00, 8515.21.00, 8515.29.00, 8515.31.10, 8515.31.90, 8515.39.00, 8515.80.10, 8515.80.90, 8543.30.10, 8543.30.90, 8601.10.00, 8602.10.00, 8604.00.90, 8701.10.00, 8701.30.00, 8701.94.10, 8701.95.10, 8701.91.00, 98701.92.00, 8701.93.00,"
86021000;279;123;".20.20, 8514.31.00, 8514.32.00, 8514.39.00, 8514.40.00, 8515.11.00, 8515.19.00, 8515.21.00, 8515.29.00, 8515.31.10, 8515.31.90, 8515.39.00, 8515.80.10, 8515.80.90, 8543.30.10, 8543.30.90, 8601.10.00, 8602.10.00, 8604.00.90, 8701.10.00, 8701.30.00, 8701.94.10, 8701.95.10, 8701.91.00, 98701.92.00, 8701.93.00, 8701.94.90,"
86040090;279;123;".31.00, 8514.32.00, 8514.39.00, 8514.40.00, 8515.11.00, 8515.19.00, 8515.21.00, 8515.29.00, 8515.31.10, 8515.31.90, 8515.39.00, 8515.80.10, 8515.80.90, 8543.30.10, 8543.30.90, 8601.10.00, 8602.10.00, 8604.00.90, 8701.10.00, 8701.30.00, 8701.94.10, 8701.95.10, 8701.91.00, 98701.92.00, 8701.93.00, 8701.94.90, 8701.95.90,"
87011000;279;123;".32.00, 8514.39.00, 8514.40.00, 8515.11.00, 8515.19.00, 8515.21.00, 8515.29.00, 8515.31.10, 8515.31.90, 8515.39.00, 8515.80.10, 8515.80.90, 8543.30.10, 8543.30.90, 8601.10.00, 8602.10.00, 8604.00.90, 8701.10.00, 8701.30.00, 8701.94.10, 8701.95.10, 8701.91.00, 98701.92.00, 8701.93.00, 8701.94.90, 8701.95.90, 8705.10.10,"
87013000;279;123;".39.00, 8514.40.00, 8515.11.00, 8515.19.00, 8515.21.00, 8515.29.00, 8515.31.10, 8515.31.90, 8515.39.00, 8515.80.10, 8515.80.90, 8543.30.10, 8543.30.90, 8601.10.00, 8602.10.00, 8604.00.90, 8701.10.00, 8701.30.00, 8701.94.10, 8701.95.10, 8701.91.00, 98701.92.00, 8701.93.00, 8701.94.90, 8701.95.90, 8705.10.10, 8705.10.90,"
87019410;279;123;".40.00, 8515.11.00, 8515.19.00, 8515.21.00, 8515.29.00, 8515.31.10, 8515.31.90, 8515.39.00, 8515.80.10, 8515.80.90, 8543.30.10, 8543.30.90, 8601.10.00, 8602.10.00, 8604.00.90, 8701.10.00, 8701.30.00, 8701.94.10, 8701.95.10, 8701.91.00, 98701.92.00, 8701.93.00, 8701.94.90, 8701.95.90, 8705.10.10, 8705.10.90, 8705.20.00,"
87019510;279;123;".11.00, 8515.19.00, 8515.21.00, 8515.29.00, 8515.31.10, 8515.31.90, 8515.39.00, 8515.80.10, 8515.80.90, 8543.30.10, 8543.30.90, 8601.10.00, 8602.10.00, 8604.00.90, 8701.10.00, 8701.30.00, 8701.94.10, 8701.95.10, 8701.91.00, 98701.92.00, 8701.93.00, 8701.94.90, 8701.95.90, 8705.10.10, 8705.10.90, 8705.20.00, 8705.30.00,"
87019100;279;123;".19.00, 8515.21.00, 8515.29.00, 8515.31.10, 8515.31.90, 8515.39.00, 8515.80.10, 8515.80.90, 8543.30.10, 8543.30.90, 8601.10.00, 8602.10.00, 8604.00.90, 8701.10.00, 8701.30.00, 8701.94.10, 8701.95.10, 8701.91.00, 98701.92.00, 8701.93.00, 8701.94.90, 8701.95.90, 8705.10.10, 8705.10.90, 8705.20.00, 8705.30.00, 8705.40.00,"
87019300;279;123;"29.00, 8515.31.10, 8515.31.90, 8515.39.00, 8515.80.10, 8515.80.90, 8543.30.10, 8543.30.90, 8601.10.00, 8602.10.00, 8604.00.90, 8701.10.00, 8701.30.00, 8701.94.10, 8701.95.10, 8701.91.00, 98701.92.00, 8701.93.00, 8701.94.90, 8701.95.90, 8705.10.10, 8705.10.90, 8705.20.00, 8705.30.00, 8705.40.00, 8705.90.10, 8705.90.90, "
87019490;279;123;"31.10, 8515.31.90, 8515.39.00, 8515.80.10, 8515.80.90, 8543.30.10, 8543.30.90, 8601.10.00, 8602.10.00, 8604.00.90, 8701.10.00, 8701.30.00, 8701.94.10, 8701.95.10, 8701.91.00, 98701.92.00, 8701.93.00, 8701.94.90, 8701.95.90, 8705.10.10, 8705.10.90, 8705.20.00, 8705.30.00, 8705.40.00, 8705.90.10, 8705.90.90, 8716.20.00, "
87019590;279;123;"31.90, 8515.39.00, 8515.80.10, 8515.80.90, 8543.30.10, 8543.30.90, 8601.10.00, 8602.10.00, 8604.00.90, 8701.10.00, 8701.30.00, 8701.94.10, 8701.95.10, 8701.91.00, 98701.92.00, 8701.93.00, 8701.94.90, 8701.95.90, 8705.10.10, 8705.10.90, 8705.20.00, 8705.30.00, 8705.40.00, 8705.90.10, 8705.90.90, 8716.20.00, 9017.30.10, "
87051010;279;123;"39.00, 8515.80.10, 8515.80.90, 8543.30.10, 8543.30.90, 8601.10.00, 8602.10.00, 8604.00.90, 8701.10.00, 8701.30.00, 8701.94.10, 8701.95.10, 8701.91.00, 98701.92.00, 8701.93.00, 8701.94.90, 8701.95.90, 8705.10.10, 8705.10.90, 8705.20.00, 8705.30.00, 8705.40.00, 8705.90.10, 8705.90.90, 8716.20.00, 9017.30.10, 9017.30.20, "
87051090;279;123;"80.10, 8515.80.90, 8543.30.10, 8543.30.90, 8601.10.00, 8602.10.00, 8604.00.90, 8701.10.00, 8701.30.00, 8701.94.10, 8701.95.10, 8701.91.00, 98701.92.00, 8701.93.00, 8701.94.90, 8701.95.90, 8705.10.10, 8705.10.90, 8705.20.00, 8705.30.00, 8705.40.00, 8705.90.10, 8705.90.90, 8716.20.00, 9017.30.10, 9017.30.20, 9017.30.90, "
87052000;279;123;"80.90, 8543.30.10, 8543.30.90, 8601.10.00, 8602.10.00, 8604.00.90, 8701.10.00, 8701.30.00, 8701.94.10, 8701.95.10, 8701.91.00, 98701.92.00, 8701.93.00, 8701.94.90, 8701.95.90, 8705.10.10, 8705.10.90, 8705.20.00, 8705.30.00, 8705.40.00, 8705.90.10, 8705.90.90, 8716.20.00, 9017.30.10, 9017.30.20, 9017.30.90, 9024.10.10, "
87053000;279;123;"30.10, 8543.30.90, 8601.10.00, 8602.10.00, 8604.00.90, 8701.10.00, 8701.30.00, 8701.94.10, 8701.95.10, 8701.91.00, 98701.92.00, 8701.93.00, 8701.94.90, 8701.95.90, 8705.10.10, 8705.10.90, 8705.20.00, 8705.30.00, 8705.40.00, 8705.90.10, 8705.90.90, 8716.20.00, 9017.30.10, 9017.30.20, 9017.30.90, 9024.10.10, 9024.10.20, "
87054000;279;123;"30.90, 8601.10.00, 8602.10.00, 8604.00.90, 8701.10.00, 8701.30.00, 8701.94.10, 8701.95.10, 8701.91.00, 98701.92.00, 8701.93.00, 8701.94.90, 8701.95.90, 8705.10.10, 8705.10.90, 8705.20.00, 8705.30.00, 8705.40.00, 8705.90.10, 8705.90.90, 8716.20.00, 9017.30.10, 9017.30.20, 9017.30.90, 9024.10.10, 9024.10.20, 9024.10.90, "
87059010;279;123;"10.00, 8602.10.00, 8604.00.90, 8701.10.00, 8701.30.00, 8701.94.10, 8701.95.10, 8701.91.00, 98701.92.00, 8701.93.00, 8701.94.90, 8701.95.90, 8705.10.10, 8705.10.90, 8705.20.00, 8705.30.00, 8705.40.00, 8705.90.10, 8705.90.90, 8716.20.00, 9017.30.10, 9017.30.20, 9017.30.90, 9024.10.10, 9024.10.20, 9024.10.90, 9024.80.11, "
87059090;279;123;"10.00, 8604.00.90, 8701.10.00, 8701.30.00, 8701.94.10, 8701.95.10, 8701.91.00, 98701.92.00, 8701.93.00, 8701.94.90, 8701.95.90, 8705.10.10, 8705.10.90, 8705.20.00, 8705.30.00, 8705.40.00, 8705.90.10, 8705.90.90, 8716.20.00, 9017.30.10, 9017.30.20, 9017.30.90, 9024.10.10, 9024.10.20, 9024.10.90, 9024.80.11, 9024.80.19, "
87162000;279;123;"00.90, 8701.10.00, 8701.30.00, 8701.94.10, 8701.95.10, 8701.91.00, 98701.92.00, 8701.93.00, 8701.94.90, 8701.95.90, 8705.10.10, 8705.10.90, 8705.20.00, 8705.30.00, 8705.40.00, 8705.90.10, 8705.90.90, 8716.20.00, 9017.30.10, 9017.30.20, 9017.30.90, 9024.10.10, 9024.10.20, 9024.10.90, 9024.80.11, 9024.80.19, 9024.80.21, "
90173010;279;123;"10.00, 8701.30.00, 8701.94.10, 8701.95.10, 8701.91.00, 98701.92.00, 8701.93.00, 8701.94.90, 8701.95.90, 8705.10.10, 8705.10.90, 8705.20.00, 8705.30.00, 8705.40.00, 8705.90.10, 8705.90.90, 8716.20.00, 9017.30.10, 9017.30.20, 9017.30.90, 9024.10.10, 9024.10.20, 9024.10.90, 9024.80.11, 9024.80.19, 9024.80.21, 9024.80.29, "
90173020;279;123;"30.00, 8701.94.10, 8701.95.10, 8701.91.00, 98701.92.00, 8701.93.00, 8701.94.90, 8701.95.90, 8705.10.10, 8705.10.90, 8705.20.00, 8705.30.00, 8705.40.00, 8705.90.10, 8705.90.90, 8716.20.00, 9017.30.10, 9017.30.20, 9017.30.90, 9024.10.10, 9024.10.20, 9024.10.90, 9024.80.11, 9024.80.19, 9024.80.21, 9024.80.29, 9024.80.90, "
90173090;279;123;"94.10, 8701.95.10, 8701.91.00, 98701.92.00, 8701.93.00, 8701.94.90, 8701.95.90, 8705.10.10, 8705.10.90, 8705.20.00, 8705.30.00, 8705.40.00, 8705.90.10, 8705.90.90, 8716.20.00, 9017.30.10, 9017.30.20, 9017.30.90, 9024.10.10, 9024.10.20, 9024.10.90, 9024.80.11, 9024.80.19, 9024.80.21, 9024.80.29, 9024.80.90, 9024.90.00, "
90241010;279;123;"95.10, 8701.91.00, 98701.92.00, 8701.93.00, 8701.94.90, 8701.95.90, 8705.10.10, 8705.10.90, 8705.20.00, 8705.30.00, 8705.40.00, 8705.90.10, 8705.90.90, 8716.20.00, 9017.30.10, 9017.30.20, 9017.30.90, 9024.10.10, 9024.10.20, 9024.10.90, 9024.80.11, 9024.80.19, 9024.80.21, 9024.80.29, 9024.80.90, 9024.90.00, 9025.19.10, "
90241020;279;123;"91.00, 98701.92.00, 8701.93.00, 8701.94.90, 8701.95.90, 8705.10.10, 8705.10.90, 8705.20.00, 8705.30.00, 8705.40.00, 8705.90.10, 8705.90.90, 8716.20.00, 9017.30.10, 9017.30.20, 9017.30.90, 9024.10.10, 9024.10.20, 9024.10.90, 9024.80.11, 9024.80.19, 9024.80.21, 9024.80.29, 9024.80.90, 9024.90.00, 9025.19.10, 9025.19.90, "
90241090;279;123;".92.00, 8701.93.00, 8701.94.90, 8701.95.90, 8705.10.10, 8705.10.90, 8705.20.00, 8705.30.00, 8705.40.00, 8705.90.10, 8705.90.90, 8716.20.00, 9017.30.10, 9017.30.20, 9017.30.90, 9024.10.10, 9024.10.20, 9024.10.90, 9024.80.11, 9024.80.19, 9024.80.21, 9024.80.29, 9024.80.90, 9024.90.00, 9025.19.10, 9025.19.90, 9025.80.00, "
90248011;279;123;".93.00, 8701.94.90, 8701.95.90, 8705.10.10, 8705.10.90, 8705.20.00, 8705.30.00, 8705.40.00, 8705.90.10, 8705.90.90, 8716.20.00, 9017.30.10, 9017.30.20, 9017.30.90, 9024.10.10, 9024.10.20, 9024.10.90, 9024.80.11, 9024.80.19, 9024.80.21, 9024.80.29, 9024.80.90, 9024.90.00, 9025.19.10, 9025.19.90, 9025.80.00, 9025.90.10, "
90248019;279;123;".94.90, 8701.95.90, 8705.10.10, 8705.10.90, 8705.20.00, 8705.30.00, 8705.40.00, 8705.90.10, 8705.90.90, 8716.20.00, 9017.30.10, 9017.30.20, 9017.30.90, 9024.10.10, 9024.10.20, 9024.10.90, 9024.80.11, 9024.80.19, 9024.80.21, 9024.80.29, 9024.80.90, 9024.90.00, 9025.19.10, 9025.19.90, 9025.80.00, 9025.90.10, 9025.90.90, "
90248021;279;123;".95.90, 8705.10.10, 8705.10.90, 8705.20.00, 8705.30.00, 8705.40.00, 8705.90.10, 8705.90.90, 8716.20.00, 9017.30.10, 9017.30.20, 9017.30.90, 9024.10.10, 9024.10.20, 9024.10.90, 9024.80.11, 9024.80.19, 9024.80.21, 9024.80.29, 9024.80.90, 9024.90.00, 9025.19.10, 9025.19.90, 9025.80.00, 9025.90.10, 9025.90.90, 9026.10.19, "
90248029;279;123;".10.10, 8705.10.90, 8705.20.00, 8705.30.00, 8705.40.00, 8705.90.10, 8705.90.90, 8716.20.00, 9017.30.10, 9017.30.20, 9017.30.90, 9024.10.10, 9024.10.20, 9024.10.90, 9024.80.11, 9024.80.19, 9024.80.21, 9024.80.29, 9024.80.90, 9024.90.00, 9025.19.10, 9025.19.90, 9025.80.00, 9025.90.10, 9025.90.90, 9026.10.19, 9026.10.21, "
90248090;279;123;".10.90, 8705.20.00, 8705.30.00, 8705.40.00, 8705.90.10, 8705.90.90, 8716.20.00, 9017.30.10, 9017.30.20, 9017.30.90, 9024.10.10, 9024.10.20, 9024.10.90, 9024.80.11, 9024.80.19, 9024.80.21, 9024.80.29, 9024.80.90, 9024.90.00, 9025.19.10, 9025.19.90, 9025.80.00, 9025.90.10, 9025.90.90, 9026.10.19, 9026.10.21, 9026.10.29, "
90249000;279;123;".20.00, 8705.30.00, 8705.40.00, 8705.90.10, 8705.90.90, 8716.20.00, 9017.30.10, 9017.30.20, 9017.30.90, 9024.10.10, 9024.10.20, 9024.10.90, 9024.80.11, 9024.80.19, 9024.80.21, 9024.80.29, 9024.80.90, 9024.90.00, 9025.19.10, 9025.19.90, 9025.80.00, 9025.90.10, 9025.90.90, 9026.10.19, 9026.10.21, 9026.10.29, 9026.20.10, "
90251910;279;123;".30.00, 8705.40.00, 8705.90.10, 8705.90.90, 8716.20.00, 9017.30.10, 9017.30.20, 9017.30.90, 9024.10.10, 9024.10.20, 9024.10.90, 9024.80.11, 9024.80.19, 9024.80.21, 9024.80.29, 9024.80.90, 9024.90.00, 9025.19.10, 9025.19.90, 9025.80.00, 9025.90.10, 9025.90.90, 9026.10.19, 9026.10.21, 9026.10.29, 9026.20.10, 9026.20.90, "
90251990;279;123;".40.00, 8705.90.10, 8705.90.90, 8716.20.00, 9017.30.10, 9017.30.20, 9017.30.90, 9024.10.10, 9024.10.20, 9024.10.90, 9024.80.11, 9024.80.19, 9024.80.21, 9024.80.29, 9024.80.90, 9024.90.00, 9025.19.10, 9025.19.90, 9025.80.00, 9025.90.10, 9025.90.90, 9026.10.19, 9026.10.21, 9026.10.29, 9026.20.10, 9026.20.90, 9026.80.00, "
90258000;279;123;".90.10, 8705.90.90, 8716.20.00, 9017.30.10, 9017.30.20, 9017.30.90, 9024.10.10, 9024.10.20, 9024.10.90, 9024.80.11, 9024.80.19, 9024.80.21, 9024.80.29, 9024.80.90, 9024.90.00, 9025.19.10, 9025.19.90, 9025.80.00, 9025.90.10, 9025.90.90, 9026.10.19, 9026.10.21, 9026.10.29, 9026.20.10, 9026.20.90, 9026.80.00, 9026.90.10, "
90259010;279;123;".90.90, 8716.20.00, 9017.30.10, 9017.30.20, 9017.30.90, 9024.10.10, 9024.10.20, 9024.10.90, 9024.80.11, 9024.80.19, 9024.80.21, 9024.80.29, 9024.80.90, 9024.90.00, 9025.19.10, 9025.19.90, 9025.80.00, 9025.90.10, 9025.90.90, 9026.10.19, 9026.10.21, 9026.10.29, 9026.20.10, 9026.20.90, 9026.80.00, 9026.90.10, 08/08/2026, "
90259090;279;123;".20.00, 9017.30.10, 9017.30.20, 9017.30.90, 9024.10.10, 9024.10.20, 9024.10.90, 9024.80.11, 9024.80.19, 9024.80.21, 9024.80.29, 9024.80.90, 9024.90.00, 9025.19.10, 9025.19.90, 9025.80.00, 9025.90.10, 9025.90.90, 9026.10.19, 9026.10.21, 9026.10.29, 9026.20.10, 9026.20.90, 9026.80.00, 9026.90.10, 08/08/2026, 09:51 INSTRU"
90261019;279;123;".30.10, 9017.30.20, 9017.30.90, 9024.10.10, 9024.10.20, 9024.10.90, 9024.80.11, 9024.80.19, 9024.80.21, 9024.80.29, 9024.80.90, 9024.90.00, 9025.19.10, 9025.19.90, 9025.80.00, 9025.90.10, 9025.90.90, 9026.10.19, 9026.10.21, 9026.10.29, 9026.20.10, 9026.20.90, 9026.80.00, 9026.90.10, 08/08/2026, 09:51 INSTRUÇÃO NORMATIV"
90261021;279;123;".30.20, 9017.30.90, 9024.10.10, 9024.10.20, 9024.10.90, 9024.80.11, 9024.80.19, 9024.80.21, 9024.80.29, 9024.80.90, 9024.90.00, 9025.19.10, 9025.19.90, 9025.80.00, 9025.90.10, 9025.90.90, 9026.10.19, 9026.10.21, 9026.10.29, 9026.20.10, 9026.20.90, 9026.80.00, 9026.90.10, 08/08/2026, 09:51 INSTRUÇÃO NORMATIVA RFB Nº 2.1"
90261029;279;123;".30.90, 9024.10.10, 9024.10.20, 9024.10.90, 9024.80.11, 9024.80.19, 9024.80.21, 9024.80.29, 9024.80.90, 9024.90.00, 9025.19.10, 9025.19.90, 9025.80.00, 9025.90.10, 9025.90.90, 9026.10.19, 9026.10.21, 9026.10.29, 9026.20.10, 9026.20.90, 9026.80.00, 9026.90.10, 08/08/2026, 09:51 INSTRUÇÃO NORMATIVA RFB Nº 2.121, DE 15 DE"
90262010;279;123;".10.10, 9024.10.20, 9024.10.90, 9024.80.11, 9024.80.19, 9024.80.21, 9024.80.29, 9024.80.90, 9024.90.00, 9025.19.10, 9025.19.90, 9025.80.00, 9025.90.10, 9025.90.90, 9026.10.19, 9026.10.21, 9026.10.29, 9026.20.10, 9026.20.90, 9026.80.00, 9026.90.10, 08/08/2026, 09:51 INSTRUÇÃO NORMATIVA RFB Nº 2.121, DE 15 DE DEZEMBRO DE"
90262090;279;123;".10.20, 9024.10.90, 9024.80.11, 9024.80.19, 9024.80.21, 9024.80.29, 9024.80.90, 9024.90.00, 9025.19.10, 9025.19.90, 9025.80.00, 9025.90.10, 9025.90.90, 9026.10.19, 9026.10.21, 9026.10.29, 9026.20.10, 9026.20.90, 9026.80.00, 9026.90.10, 08/08/2026, 09:51 INSTRUÇÃO NORMATIVA RFB Nº 2.121, DE 15 DE DEZEMBRO DE 2022 - INST"
90268000;279;123;".10.90, 9024.80.11, 9024.80.19, 9024.80.21, 9024.80.29, 9024.80.90, 9024.90.00, 9025.19.10, 9025.19.90, 9025.80.00, 9025.90.10, 9025.90.90, 9026.10.19, 9026.10.21, 9026.10.29, 9026.20.10, 9026.20.90, 9026.80.00, 9026.90.10, 08/08/2026, 09:51 INSTRUÇÃO NORMATIVA RFB Nº 2.121, DE 15 DE DEZEMBRO DE 2022 - INSTRUÇÃO NORMAT"
90269010;279;123;".80.11, 9024.80.19, 9024.80.21, 9024.80.29, 9024.80.90, 9024.90.00, 9025.19.10, 9025.19.90, 9025.80.00, 9025.90.10, 9025.90.90, 9026.10.19, 9026.10.21, 9026.10.29, 9026.20.10, 9026.20.90, 9026.80.00, 9026.90.10, 08/08/2026, 09:51 INSTRUÇÃO NORMATIVA RFB Nº 2.121, DE 15 DE DEZEMBRO DE 2022 - INSTRUÇÃO NORMATIVA RFB Nº 2"
90269020;279;123;" - INSTRUÇÃO NORMATIVA RFB Nº 2.121, DE 15 DE DEZEMBRO DE 2022 - DOU - Imprensa Nacional https://www.in.gov.br/en/web/dou/-/instrucao-normativa-rfb-n-2.121-de-15-de-dezembro-de-2022-452045866 122/316 9026.90.20, 9026.90.90, 9027.10.00, 9027.20.11, 9027.20.12, 9027.20.19, 9027.20.21, 9027.20.29, 9027.30.11, 9027.30.19, "
90269090;279;123;" NORMATIVA RFB Nº 2.121, DE 15 DE DEZEMBRO DE 2022 - DOU - Imprensa Nacional https://www.in.gov.br/en/web/dou/-/instrucao-normativa-rfb-n-2.121-de-15-de-dezembro-de-2022-452045866 122/316 9026.90.20, 9026.90.90, 9027.10.00, 9027.20.11, 9027.20.12, 9027.20.19, 9027.20.21, 9027.20.29, 9027.30.11, 9027.30.19, 9027.30.20, "
90271000;279;123;"FB Nº 2.121, DE 15 DE DEZEMBRO DE 2022 - DOU - Imprensa Nacional https://www.in.gov.br/en/web/dou/-/instrucao-normativa-rfb-n-2.121-de-15-de-dezembro-de-2022-452045866 122/316 9026.90.20, 9026.90.90, 9027.10.00, 9027.20.11, 9027.20.12, 9027.20.19, 9027.20.21, 9027.20.29, 9027.30.11, 9027.30.19, 9027.30.20, 9027.50.10, "
90272011;279;123;" DE 15 DE DEZEMBRO DE 2022 - DOU - Imprensa Nacional https://www.in.gov.br/en/web/dou/-/instrucao-normativa-rfb-n-2.121-de-15-de-dezembro-de-2022-452045866 122/316 9026.90.20, 9026.90.90, 9027.10.00, 9027.20.11, 9027.20.12, 9027.20.19, 9027.20.21, 9027.20.29, 9027.30.11, 9027.30.19, 9027.30.20, 9027.50.10, 9027.50.20, "
90272012;279;123;"ZEMBRO DE 2022 - DOU - Imprensa Nacional https://www.in.gov.br/en/web/dou/-/instrucao-normativa-rfb-n-2.121-de-15-de-dezembro-de-2022-452045866 122/316 9026.90.20, 9026.90.90, 9027.10.00, 9027.20.11, 9027.20.12, 9027.20.19, 9027.20.21, 9027.20.29, 9027.30.11, 9027.30.19, 9027.30.20, 9027.50.10, 9027.50.20, 9027.50.30, "
90272019;279;123;"22 - DOU - Imprensa Nacional https://www.in.gov.br/en/web/dou/-/instrucao-normativa-rfb-n-2.121-de-15-de-dezembro-de-2022-452045866 122/316 9026.90.20, 9026.90.90, 9027.10.00, 9027.20.11, 9027.20.12, 9027.20.19, 9027.20.21, 9027.20.29, 9027.30.11, 9027.30.19, 9027.30.20, 9027.50.10, 9027.50.20, 9027.50.30, 9027.50.40, "
90272021;279;123;"mprensa Nacional https://www.in.gov.br/en/web/dou/-/instrucao-normativa-rfb-n-2.121-de-15-de-dezembro-de-2022-452045866 122/316 9026.90.20, 9026.90.90, 9027.10.00, 9027.20.11, 9027.20.12, 9027.20.19, 9027.20.21, 9027.20.29, 9027.30.11, 9027.30.19, 9027.30.20, 9027.50.10, 9027.50.20, 9027.50.30, 9027.50.40, 9027.50.50, "
90272029;279;123;"onal https://www.in.gov.br/en/web/dou/-/instrucao-normativa-rfb-n-2.121-de-15-de-dezembro-de-2022-452045866 122/316 9026.90.20, 9026.90.90, 9027.10.00, 9027.20.11, 9027.20.12, 9027.20.19, 9027.20.21, 9027.20.29, 9027.30.11, 9027.30.19, 9027.30.20, 9027.50.10, 9027.50.20, 9027.50.30, 9027.50.40, 9027.50.50, 9027.50.90, "
90273011;279;123;"/www.in.gov.br/en/web/dou/-/instrucao-normativa-rfb-n-2.121-de-15-de-dezembro-de-2022-452045866 122/316 9026.90.20, 9026.90.90, 9027.10.00, 9027.20.11, 9027.20.12, 9027.20.19, 9027.20.21, 9027.20.29, 9027.30.11, 9027.30.19, 9027.30.20, 9027.50.10, 9027.50.20, 9027.50.30, 9027.50.40, 9027.50.50, 9027.50.90, 9027.89.11, "
