ncm;artigo;pagina;trecho
84589900;143;41;"1 8515.80.90 9030.84.90 8424.90.90 8457.30.10 8477.10.19 8515.90.00 9030.89.20 8425.19.90 8458.11.99 8477.10.21 8525.60.10 9030.89.30 8427.10.19 8458.91.00 8477.10.29 8525.89.29 9030.89.90 8427.10.90 8458.99.00 8477.10.91 8536.90.90 9030.90.90 8427.20.90 8459.21.99 8477.10.99 8540.20.20 9031.10.00 8427.90.00 8459.29.00"
84771091;143;41;"0 9030.84.90 8424.90.90 8457.30.10 8477.10.19 8515.90.00 9030.89.20 8425.19.90 8458.11.99 8477.10.21 8525.60.10 9030.89.30 8427.10.19 8458.91.00 8477.10.29 8525.89.29 9030.89.90 8427.10.90 8458.99.00 8477.10.91 8536.90.90 9030.90.90 8427.20.90 8459.21.99 8477.10.99 8540.20.20 9031.10.00 8427.90.00 8459.29.00 8477.40.10"
85369090;143;41;"0 8424.90.90 8457.30.10 8477.10.19 8515.90.00 9030.89.20 8425.19.90 8458.11.99 8477.10.21 8525.60.10 9030.89.30 8427.10.19 8458.91.00 8477.10.29 8525.89.29 9030.89.90 8427.10.90 8458.99.00 8477.10.91 8536.90.90 9030.90.90 8427.20.90 8459.21.99 8477.10.99 8540.20.20 9031.10.00 8427.90.00 8459.29.00 8477.40.10 8543.20.00"
90309090;143;41;"0 8457.30.10 8477.10.19 8515.90.00 9030.89.20 8425.19.90 8458.11.99 8477.10.21 8525.60.10 9030.89.30 8427.10.19 8458.91.00 8477.10.29 8525.89.29 9030.89.90 8427.10.90 8458.99.00 8477.10.91 8536.90.90 9030.90.90 8427.20.90 8459.21.99 8477.10.99 8540.20.20 9031.10.00 8427.90.00 8459.29.00 8477.40.10 8543.20.00 9031.49.90"
84272090;143;41;"0 8477.10.19 8515.90.00 9030.89.20 8425.19.90 8458.11.99 8477.10.21 8525.60.10 9030.89.30 8427.10.19 8458.91.00 8477.10.29 8525.89.29 9030.89.90 8427.10.90 8458.99.00 8477.10.91 8536.90.90 9030.90.90 8427.20.90 8459.21.99 8477.10.99 8540.20.20 9031.10.00 8427.90.00 8459.29.00 8477.40.10 8543.20.00 9031.49.90 8428.10.00"
84592199;143;41;"9 8515.90.00 9030.89.20 8425.19.90 8458.11.99 8477.10.21 8525.60.10 9030.89.30 8427.10.19 8458.91.00 8477.10.29 8525.89.29 9030.89.90 8427.10.90 8458.99.00 8477.10.91 8536.90.90 9030.90.90 8427.20.90 8459.21.99 8477.10.99 8540.20.20 9031.10.00 8427.90.00 8459.29.00 8477.40.10 8543.20.00 9031.49.90 8428.10.00 8459.51.00"
84771099;143;41;"0 9030.89.20 8425.19.90 8458.11.99 8477.10.21 8525.60.10 9030.89.30 8427.10.19 8458.91.00 8477.10.29 8525.89.29 9030.89.90 8427.10.90 8458.99.00 8477.10.91 8536.90.90 9030.90.90 8427.20.90 8459.21.99 8477.10.99 8540.20.20 9031.10.00 8427.90.00 8459.29.00 8477.40.10 8543.20.00 9031.49.90 8428.10.00 8459.51.00 8477.59.19"
85402020;143;41;"0 8425.19.90 8458.11.99 8477.10.21 8525.60.10 9030.89.30 8427.10.19 8458.91.00 8477.10.29 8525.89.29 9030.89.90 8427.10.90 8458.99.00 8477.10.91 8536.90.90 9030.90.90 8427.20.90 8459.21.99 8477.10.99 8540.20.20 9031.10.00 8427.90.00 8459.29.00 8477.40.10 8543.20.00 9031.49.90 8428.10.00 8459.51.00 8477.59.19 8543.70.19"
90311000;143;41;"0 8458.11.99 8477.10.21 8525.60.10 9030.89.30 8427.10.19 8458.91.00 8477.10.29 8525.89.29 9030.89.90 8427.10.90 8458.99.00 8477.10.91 8536.90.90 9030.90.90 8427.20.90 8459.21.99 8477.10.99 8540.20.20 9031.10.00 8427.90.00 8459.29.00 8477.40.10 8543.20.00 9031.49.90 8428.10.00 8459.51.00 8477.59.19 8543.70.19 9031.80.11"
84279000;143;41;"9 8477.10.21 8525.60.10 9030.89.30 8427.10.19 8458.91.00 8477.10.29 8525.89.29 9030.89.90 8427.10.90 8458.99.00 8477.10.91 8536.90.90 9030.90.90 8427.20.90 8459.21.99 8477.10.99 8540.20.20 9031.10.00 8427.90.00 8459.29.00 8477.40.10 8543.20.00 9031.49.90 8428.10.00 8459.51.00 8477.59.19 8543.70.19 9031.80.11 8428.20.90"
84592900;143;41;"1 8525.60.10 9030.89.30 8427.10.19 8458.91.00 8477.10.29 8525.89.29 9030.89.90 8427.10.90 8458.99.00 8477.10.91 8536.90.90 9030.90.90 8427.20.90 8459.21.99 8477.10.99 8540.20.20 9031.10.00 8427.90.00 8459.29.00 8477.40.10 8543.20.00 9031.49.90 8428.10.00 8459.51.00 8477.59.19 8543.70.19 9031.80.11 8428.20.90 8459.61.00"
84774010;143;41;"0 9030.89.30 8427.10.19 8458.91.00 8477.10.29 8525.89.29 9030.89.90 8427.10.90 8458.99.00 8477.10.91 8536.90.90 9030.90.90 8427.20.90 8459.21.99 8477.10.99 8540.20.20 9031.10.00 8427.90.00 8459.29.00 8477.40.10 8543.20.00 9031.49.90 8428.10.00 8459.51.00 8477.59.19 8543.70.19 9031.80.11 8428.20.90 8459.61.00 8477.59.90"
85432000;143;41;"0 8427.10.19 8458.91.00 8477.10.29 8525.89.29 9030.89.90 8427.10.90 8458.99.00 8477.10.91 8536.90.90 9030.90.90 8427.20.90 8459.21.99 8477.10.99 8540.20.20 9031.10.00 8427.90.00 8459.29.00 8477.40.10 8543.20.00 9031.49.90 8428.10.00 8459.51.00 8477.59.19 8543.70.19 9031.80.11 8428.20.90 8459.61.00 8477.59.90 8543.70.92"
90314990;143;41;"9 8458.91.00 8477.10.29 8525.89.29 9030.89.90 8427.10.90 8458.99.00 8477.10.91 8536.90.90 9030.90.90 8427.20.90 8459.21.99 8477.10.99 8540.20.20 9031.10.00 8427.90.00 8459.29.00 8477.40.10 8543.20.00 9031.49.90 8428.10.00 8459.51.00 8477.59.19 8543.70.19 9031.80.11 8428.20.90 8459.61.00 8477.59.90 8543.70.92 9031.80.11"
84281000;143;41;"0 8477.10.29 8525.89.29 9030.89.90 8427.10.90 8458.99.00 8477.10.91 8536.90.90 9030.90.90 8427.20.90 8459.21.99 8477.10.99 8540.20.20 9031.10.00 8427.90.00 8459.29.00 8477.40.10 8543.20.00 9031.49.90 8428.10.00 8459.51.00 8477.59.19 8543.70.19 9031.80.11 8428.20.90 8459.61.00 8477.59.90 8543.70.92 9031.80.11 8428.33.00"
84595100;143;41;"9 8525.89.29 9030.89.90 8427.10.90 8458.99.00 8477.10.91 8536.90.90 9030.90.90 8427.20.90 8459.21.99 8477.10.99 8540.20.20 9031.10.00 8427.90.00 8459.29.00 8477.40.10 8543.20.00 9031.49.90 8428.10.00 8459.51.00 8477.59.19 8543.70.19 9031.80.11 8428.20.90 8459.61.00 8477.59.90 8543.70.92 9031.80.11 8428.33.00 8459.70.00"
84775919;143;41;"9 9030.89.90 8427.10.90 8458.99.00 8477.10.91 8536.90.90 9030.90.90 8427.20.90 8459.21.99 8477.10.99 8540.20.20 9031.10.00 8427.90.00 8459.29.00 8477.40.10 8543.20.00 9031.49.90 8428.10.00 8459.51.00 8477.59.19 8543.70.19 9031.80.11 8428.20.90 8459.61.00 8477.59.90 8543.70.92 9031.80.11 8428.33.00 8459.70.00 8477.80.10"
85437019;143;41;"0 8427.10.90 8458.99.00 8477.10.91 8536.90.90 9030.90.90 8427.20.90 8459.21.99 8477.10.99 8540.20.20 9031.10.00 8427.90.00 8459.29.00 8477.40.10 8543.20.00 9031.49.90 8428.10.00 8459.51.00 8477.59.19 8543.70.19 9031.80.11 8428.20.90 8459.61.00 8477.59.90 8543.70.92 9031.80.11 8428.33.00 8459.70.00 8477.80.10 8543.70.99"
90318011;143;41;"0 8458.99.00 8477.10.91 8536.90.90 9030.90.90 8427.20.90 8459.21.99 8477.10.99 8540.20.20 9031.10.00 8427.90.00 8459.29.00 8477.40.10 8543.20.00 9031.49.90 8428.10.00 8459.51.00 8477.59.19 8543.70.19 9031.80.11 8428.20.90 8459.61.00 8477.59.90 8543.70.92 9031.80.11 8428.33.00 8459.70.00 8477.80.10 8543.70.99 9031.80.20"
84282090;143;41;"0 8477.10.91 8536.90.90 9030.90.90 8427.20.90 8459.21.99 8477.10.99 8540.20.20 9031.10.00 8427.90.00 8459.29.00 8477.40.10 8543.20.00 9031.49.90 8428.10.00 8459.51.00 8477.59.19 8543.70.19 9031.80.11 8428.20.90 8459.61.00 8477.59.90 8543.70.92 9031.80.11 8428.33.00 8459.70.00 8477.80.10 8543.70.99 9031.80.20 8428.39.10"
84596100;143;41;"1 8536.90.90 9030.90.90 8427.20.90 8459.21.99 8477.10.99 8540.20.20 9031.10.00 8427.90.00 8459.29.00 8477.40.10 8543.20.00 9031.49.90 8428.10.00 8459.51.00 8477.59.19 8543.70.19 9031.80.11 8428.20.90 8459.61.00 8477.59.90 8543.70.92 9031.80.11 8428.33.00 8459.70.00 8477.80.10 8543.70.99 9031.80.20 8428.39.10 8460.19.00"
84775990;143;41;"0 9030.90.90 8427.20.90 8459.21.99 8477.10.99 8540.20.20 9031.10.00 8427.90.00 8459.29.00 8477.40.10 8543.20.00 9031.49.90 8428.10.00 8459.51.00 8477.59.19 8543.70.19 9031.80.11 8428.20.90 8459.61.00 8477.59.90 8543.70.92 9031.80.11 8428.33.00 8459.70.00 8477.80.10 8543.70.99 9031.80.20 8428.39.10 8460.19.00 8477.80.90"
85437092;143;41;"0 8427.20.90 8459.21.99 8477.10.99 8540.20.20 9031.10.00 8427.90.00 8459.29.00 8477.40.10 8543.20.00 9031.49.90 8428.10.00 8459.51.00 8477.59.19 8543.70.19 9031.80.11 8428.20.90 8459.61.00 8477.59.90 8543.70.92 9031.80.11 8428.33.00 8459.70.00 8477.80.10 8543.70.99 9031.80.20 8428.39.10 8460.19.00 8477.80.90 8543.90.10"
84283300;143;41;"9 8477.10.99 8540.20.20 9031.10.00 8427.90.00 8459.29.00 8477.40.10 8543.20.00 9031.49.90 8428.10.00 8459.51.00 8477.59.19 8543.70.19 9031.80.11 8428.20.90 8459.61.00 8477.59.90 8543.70.92 9031.80.11 8428.33.00 8459.70.00 8477.80.10 8543.70.99 9031.80.20 8428.39.10 8460.19.00 8477.80.90 8543.90.10 9031.80.99 8428.39.20"
84597000;143;41;"9 8540.20.20 9031.10.00 8427.90.00 8459.29.00 8477.40.10 8543.20.00 9031.49.90 8428.10.00 8459.51.00 8477.59.19 8543.70.19 9031.80.11 8428.20.90 8459.61.00 8477.59.90 8543.70.92 9031.80.11 8428.33.00 8459.70.00 8477.80.10 8543.70.99 9031.80.20 8428.39.10 8460.19.00 8477.80.90 8543.90.10 9031.80.99 8428.39.20 8460.22.00"
84778010;143;41;"0 9031.10.00 8427.90.00 8459.29.00 8477.40.10 8543.20.00 9031.49.90 8428.10.00 8459.51.00 8477.59.19 8543.70.19 9031.80.11 8428.20.90 8459.61.00 8477.59.90 8543.70.92 9031.80.11 8428.33.00 8459.70.00 8477.80.10 8543.70.99 9031.80.20 8428.39.10 8460.19.00 8477.80.90 8543.90.10 9031.80.99 8428.39.20 8460.22.00 8485.20.00"
85437099;143;41;"0 8427.90.00 8459.29.00 8477.40.10 8543.20.00 9031.49.90 8428.10.00 8459.51.00 8477.59.19 8543.70.19 9031.80.11 8428.20.90 8459.61.00 8477.59.90 8543.70.92 9031.80.11 8428.33.00 8459.70.00 8477.80.10 8543.70.99 9031.80.20 8428.39.10 8460.19.00 8477.80.90 8543.90.10 9031.80.99 8428.39.20 8460.22.00 8485.20.00 8543.90.90"
90318020;143;41;"0 8459.29.00 8477.40.10 8543.20.00 9031.49.90 8428.10.00 8459.51.00 8477.59.19 8543.70.19 9031.80.11 8428.20.90 8459.61.00 8477.59.90 8543.70.92 9031.80.11 8428.33.00 8459.70.00 8477.80.10 8543.70.99 9031.80.20 8428.39.10 8460.19.00 8477.80.90 8543.90.10 9031.80.99 8428.39.20 8460.22.00 8485.20.00 8543.90.90 9032.89.81"
84283910;143;41;"0 8477.40.10 8543.20.00 9031.49.90 8428.10.00 8459.51.00 8477.59.19 8543.70.19 9031.80.11 8428.20.90 8459.61.00 8477.59.90 8543.70.92 9031.80.11 8428.33.00 8459.70.00 8477.80.10 8543.70.99 9031.80.20 8428.39.10 8460.19.00 8477.80.90 8543.90.10 9031.80.99 8428.39.20 8460.22.00 8485.20.00 8543.90.90 9032.89.81 8428.39.90"
84601900;143;41;"0 8543.20.00 9031.49.90 8428.10.00 8459.51.00 8477.59.19 8543.70.19 9031.80.11 8428.20.90 8459.61.00 8477.59.90 8543.70.92 9031.80.11 8428.33.00 8459.70.00 8477.80.10 8543.70.99 9031.80.20 8428.39.10 8460.19.00 8477.80.90 8543.90.10 9031.80.99 8428.39.20 8460.22.00 8485.20.00 8543.90.90 9032.89.81 8428.39.90 8460.23.00"
84778090;143;41;"0 9031.49.90 8428.10.00 8459.51.00 8477.59.19 8543.70.19 9031.80.11 8428.20.90 8459.61.00 8477.59.90 8543.70.92 9031.80.11 8428.33.00 8459.70.00 8477.80.10 8543.70.99 9031.80.20 8428.39.10 8460.19.00 8477.80.90 8543.90.10 9031.80.99 8428.39.20 8460.22.00 8485.20.00 8543.90.90 9032.89.81 8428.39.90 8460.23.00 8477.80.90"
85439010;143;41;"0 8428.10.00 8459.51.00 8477.59.19 8543.70.19 9031.80.11 8428.20.90 8459.61.00 8477.59.90 8543.70.92 9031.80.11 8428.33.00 8459.70.00 8477.80.10 8543.70.99 9031.80.20 8428.39.10 8460.19.00 8477.80.90 8543.90.10 9031.80.99 8428.39.20 8460.22.00 8485.20.00 8543.90.90 9032.89.81 8428.39.90 8460.23.00 8477.80.90 9010.50.10"
90318099;143;41;"0 8459.51.00 8477.59.19 8543.70.19 9031.80.11 8428.20.90 8459.61.00 8477.59.90 8543.70.92 9031.80.11 8428.33.00 8459.70.00 8477.80.10 8543.70.99 9031.80.20 8428.39.10 8460.19.00 8477.80.90 8543.90.10 9031.80.99 8428.39.20 8460.22.00 8485.20.00 8543.90.90 9032.89.81 8428.39.90 8460.23.00 8477.80.90 9010.50.10 9032.89.82"
84283920;143;41;"0 8477.59.19 8543.70.19 9031.80.11 8428.20.90 8459.61.00 8477.59.90 8543.70.92 9031.80.11 8428.33.00 8459.70.00 8477.80.10 8543.70.99 9031.80.20 8428.39.10 8460.19.00 8477.80.90 8543.90.10 9031.80.99 8428.39.20 8460.22.00 8485.20.00 8543.90.90 9032.89.81 8428.39.90 8460.23.00 8477.80.90 9010.50.10 9032.89.82 8428.90.20"
84602200;143;41;"9 8543.70.19 9031.80.11 8428.20.90 8459.61.00 8477.59.90 8543.70.92 9031.80.11 8428.33.00 8459.70.00 8477.80.10 8543.70.99 9031.80.20 8428.39.10 8460.19.00 8477.80.90 8543.90.10 9031.80.99 8428.39.20 8460.22.00 8485.20.00 8543.90.90 9032.89.81 8428.39.90 8460.23.00 8477.80.90 9010.50.10 9032.89.82 8428.90.20 8460.24.00"
84852000;143;41;"9 9031.80.11 8428.20.90 8459.61.00 8477.59.90 8543.70.92 9031.80.11 8428.33.00 8459.70.00 8477.80.10 8543.70.99 9031.80.20 8428.39.10 8460.19.00 8477.80.90 8543.90.10 9031.80.99 8428.39.20 8460.22.00 8485.20.00 8543.90.90 9032.89.81 8428.39.90 8460.23.00 8477.80.90 9010.50.10 9032.89.82 8428.90.20 8460.24.00 8477.90.00"
85439090;143;41;"1 8428.20.90 8459.61.00 8477.59.90 8543.70.92 9031.80.11 8428.33.00 8459.70.00 8477.80.10 8543.70.99 9031.80.20 8428.39.10 8460.19.00 8477.80.90 8543.90.10 9031.80.99 8428.39.20 8460.22.00 8485.20.00 8543.90.90 9032.89.81 8428.39.90 8460.23.00 8477.80.90 9010.50.10 9032.89.82 8428.90.20 8460.24.00 8477.90.00 9010.50.90"
90328981;143;41;"0 8459.61.00 8477.59.90 8543.70.92 9031.80.11 8428.33.00 8459.70.00 8477.80.10 8543.70.99 9031.80.20 8428.39.10 8460.19.00 8477.80.90 8543.90.10 9031.80.99 8428.39.20 8460.22.00 8485.20.00 8543.90.90 9032.89.81 8428.39.90 8460.23.00 8477.80.90 9010.50.10 9032.89.82 8428.90.20 8460.24.00 8477.90.00 9010.50.90 9032.89.83"
84283990;143;41;"0 8477.59.90 8543.70.92 9031.80.11 8428.33.00 8459.70.00 8477.80.10 8543.70.99 9031.80.20 8428.39.10 8460.19.00 8477.80.90 8543.90.10 9031.80.99 8428.39.20 8460.22.00 8485.20.00 8543.90.90 9032.89.81 8428.39.90 8460.23.00 8477.80.90 9010.50.10 9032.89.82 8428.90.20 8460.24.00 8477.90.00 9010.50.90 9032.89.83 8428.90.90"
84602300;143;41;"0 8543.70.92 9031.80.11 8428.33.00 8459.70.00 8477.80.10 8543.70.99 9031.80.20 8428.39.10 8460.19.00 8477.80.90 8543.90.10 9031.80.99 8428.39.20 8460.22.00 8485.20.00 8543.90.90 9032.89.81 8428.39.90 8460.23.00 8477.80.90 9010.50.10 9032.89.82 8428.90.20 8460.24.00 8477.90.00 9010.50.90 9032.89.83 8428.90.90 8460.31.00"
90105010;143;41;"1 8428.33.00 8459.70.00 8477.80.10 8543.70.99 9031.80.20 8428.39.10 8460.19.00 8477.80.90 8543.90.10 9031.80.99 8428.39.20 8460.22.00 8485.20.00 8543.90.90 9032.89.81 8428.39.90 8460.23.00 8477.80.90 9010.50.10 9032.89.82 8428.90.20 8460.24.00 8477.90.00 9010.50.90 9032.89.83 8428.90.90 8460.31.00 8479.50.00 9011.10.00"
90328982;143;41;"0 8459.70.00 8477.80.10 8543.70.99 9031.80.20 8428.39.10 8460.19.00 8477.80.90 8543.90.10 9031.80.99 8428.39.20 8460.22.00 8485.20.00 8543.90.90 9032.89.81 8428.39.90 8460.23.00 8477.80.90 9010.50.10 9032.89.82 8428.90.20 8460.24.00 8477.90.00 9010.50.90 9032.89.83 8428.90.90 8460.31.00 8479.50.00 9011.10.00 9032.89.84"
84289020;143;41;"0 8477.80.10 8543.70.99 9031.80.20 8428.39.10 8460.19.00 8477.80.90 8543.90.10 9031.80.99 8428.39.20 8460.22.00 8485.20.00 8543.90.90 9032.89.81 8428.39.90 8460.23.00 8477.80.90 9010.50.10 9032.89.82 8428.90.20 8460.24.00 8477.90.00 9010.50.90 9032.89.83 8428.90.90 8460.31.00 8479.50.00 9011.10.00 9032.89.84 8431.31.10"
84602400;143;41;"0 8543.70.99 9031.80.20 8428.39.10 8460.19.00 8477.80.90 8543.90.10 9031.80.99 8428.39.20 8460.22.00 8485.20.00 8543.90.90 9032.89.81 8428.39.90 8460.23.00 8477.80.90 9010.50.10 9032.89.82 8428.90.20 8460.24.00 8477.90.00 9010.50.90 9032.89.83 8428.90.90 8460.31.00 8479.50.00 9011.10.00 9032.89.84 8431.31.10 8460.90.90"
84779000;143;41;"9 9031.80.20 8428.39.10 8460.19.00 8477.80.90 8543.90.10 9031.80.99 8428.39.20 8460.22.00 8485.20.00 8543.90.90 9032.89.81 8428.39.90 8460.23.00 8477.80.90 9010.50.10 9032.89.82 8428.90.20 8460.24.00 8477.90.00 9010.50.90 9032.89.83 8428.90.90 8460.31.00 8479.50.00 9011.10.00 9032.89.84 8431.31.10 8460.90.90 8479.81 90"
90105090;143;41;"0 8428.39.10 8460.19.00 8477.80.90 8543.90.10 9031.80.99 8428.39.20 8460.22.00 8485.20.00 8543.90.90 9032.89.81 8428.39.90 8460.23.00 8477.80.90 9010.50.10 9032.89.82 8428.90.20 8460.24.00 8477.90.00 9010.50.90 9032.89.83 8428.90.90 8460.31.00 8479.50.00 9011.10.00 9032.89.84 8431.31.10 8460.90.90 8479.81 9011.80.90 90"
90328983;143;41;"0 8460.19.00 8477.80.90 8543.90.10 9031.80.99 8428.39.20 8460.22.00 8485.20.00 8543.90.90 9032.89.81 8428.39.90 8460.23.00 8477.80.90 9010.50.10 9032.89.82 8428.90.20 8460.24.00 8477.90.00 9010.50.90 9032.89.83 8428.90.90 8460.31.00 8479.50.00 9011.10.00 9032.89.84 8431.31.10 8460.90.90 8479.81 9011.80.90 9032.89.89 84"
84289090;143;41;"0 8477.80.90 8543.90.10 9031.80.99 8428.39.20 8460.22.00 8485.20.00 8543.90.90 9032.89.81 8428.39.90 8460.23.00 8477.80.90 9010.50.10 9032.89.82 8428.90.20 8460.24.00 8477.90.00 9010.50.90 9032.89.83 8428.90.90 8460.31.00 8479.50.00 9011.10.00 9032.89.84 8431.31.10 8460.90.90 8479.81 9011.80.90 9032.89.89 8431.31.90 84"
84603100;143;41;"0 8543.90.10 9031.80.99 8428.39.20 8460.22.00 8485.20.00 8543.90.90 9032.89.81 8428.39.90 8460.23.00 8477.80.90 9010.50.10 9032.89.82 8428.90.20 8460.24.00 8477.90.00 9010.50.90 9032.89.83 8428.90.90 8460.31.00 8479.50.00 9011.10.00 9032.89.84 8431.31.10 8460.90.90 8479.81 9011.80.90 9032.89.89 8431.31.90 8461.50.10 84"
84795000;143;41;"0 9031.80.99 8428.39.20 8460.22.00 8485.20.00 8543.90.90 9032.89.81 8428.39.90 8460.23.00 8477.80.90 9010.50.10 9032.89.82 8428.90.20 8460.24.00 8477.90.00 9010.50.90 9032.89.83 8428.90.90 8460.31.00 8479.50.00 9011.10.00 9032.89.84 8431.31.10 8460.90.90 8479.81 9011.80.90 9032.89.89 8431.31.90 8461.50.10 8479.83.00 90"
90111000;143;41;"9 8428.39.20 8460.22.00 8485.20.00 8543.90.90 9032.89.81 8428.39.90 8460.23.00 8477.80.90 9010.50.10 9032.89.82 8428.90.20 8460.24.00 8477.90.00 9010.50.90 9032.89.83 8428.90.90 8460.31.00 8479.50.00 9011.10.00 9032.89.84 8431.31.10 8460.90.90 8479.81 9011.80.90 9032.89.89 8431.31.90 8461.50.10 8479.83.00 9012.10.90 90"
90328984;143;41;"0 8460.22.00 8485.20.00 8543.90.90 9032.89.81 8428.39.90 8460.23.00 8477.80.90 9010.50.10 9032.89.82 8428.90.20 8460.24.00 8477.90.00 9010.50.90 9032.89.83 8428.90.90 8460.31.00 8479.50.00 9011.10.00 9032.89.84 8431.31.10 8460.90.90 8479.81 9011.80.90 9032.89.89 8431.31.90 8461.50.10 8479.83.00 9012.10.90 9032.89.90 84"
84313110;143;41;"0 8485.20.00 8543.90.90 9032.89.81 8428.39.90 8460.23.00 8477.80.90 9010.50.10 9032.89.82 8428.90.20 8460.24.00 8477.90.00 9010.50.90 9032.89.83 8428.90.90 8460.31.00 8479.50.00 9011.10.00 9032.89.84 8431.31.10 8460.90.90 8479.81 9011.80.90 9032.89.89 8431.31.90 8461.50.10 8479.83.00 9012.10.90 9032.89.90 8431.39.00 84"
84609090;143;41;"0 8543.90.90 9032.89.81 8428.39.90 8460.23.00 8477.80.90 9010.50.10 9032.89.82 8428.90.20 8460.24.00 8477.90.00 9010.50.90 9032.89.83 8428.90.90 8460.31.00 8479.50.00 9011.10.00 9032.89.84 8431.31.10 8460.90.90 8479.81 9011.80.90 9032.89.89 8431.31.90 8461.50.10 8479.83.00 9012.10.90 9032.89.90 8431.39.00 8461.50.20 84"
90118090;143;41;"9.81 8428.39.90 8460.23.00 8477.80.90 9010.50.10 9032.89.82 8428.90.20 8460.24.00 8477.90.00 9010.50.90 9032.89.83 8428.90.90 8460.31.00 8479.50.00 9011.10.00 9032.89.84 8431.31.10 8460.90.90 8479.81 9011.80.90 9032.89.89 8431.31.90 8461.50.10 8479.83.00 9012.10.90 9032.89.90 8431.39.00 8461.50.20 8479.82.10 9017.20.00"
90328989;143;41;"9.90 8460.23.00 8477.80.90 9010.50.10 9032.89.82 8428.90.20 8460.24.00 8477.90.00 9010.50.90 9032.89.83 8428.90.90 8460.31.00 8479.50.00 9011.10.00 9032.89.84 8431.31.10 8460.90.90 8479.81 9011.80.90 9032.89.89 8431.31.90 8461.50.10 8479.83.00 9012.10.90 9032.89.90 8431.39.00 8461.50.20 8479.82.10 9017.20.00 8439.1 846"
84313190;143;41;"3.00 8477.80.90 9010.50.10 9032.89.82 8428.90.20 8460.24.00 8477.90.00 9010.50.90 9032.89.83 8428.90.90 8460.31.00 8479.50.00 9011.10.00 9032.89.84 8431.31.10 8460.90.90 8479.81 9011.80.90 9032.89.89 8431.31.90 8461.50.10 8479.83.00 9012.10.90 9032.89.90 8431.39.00 8461.50.20 8479.82.10 9017.20.00 8439.1 8462.10.11 847"
84615010;143;41;"0.90 9010.50.10 9032.89.82 8428.90.20 8460.24.00 8477.90.00 9010.50.90 9032.89.83 8428.90.90 8460.31.00 8479.50.00 9011.10.00 9032.89.84 8431.31.10 8460.90.90 8479.81 9011.80.90 9032.89.89 8431.31.90 8461.50.10 8479.83.00 9012.10.90 9032.89.90 8431.39.00 8461.50.20 8479.82.10 9017.20.00 8439.1 8462.10.11 8479.82.90 901"
84798300;143;41;"0.10 9032.89.82 8428.90.20 8460.24.00 8477.90.00 9010.50.90 9032.89.83 8428.90.90 8460.31.00 8479.50.00 9011.10.00 9032.89.84 8431.31.10 8460.90.90 8479.81 9011.80.90 9032.89.89 8431.31.90 8461.50.10 8479.83.00 9012.10.90 9032.89.90 8431.39.00 8461.50.20 8479.82.10 9017.20.00 8439.1 8462.10.11 8479.82.90 9017.30.10 843"
90121090;143;41;"9.82 8428.90.20 8460.24.00 8477.90.00 9010.50.90 9032.89.83 8428.90.90 8460.31.00 8479.50.00 9011.10.00 9032.89.84 8431.31.10 8460.90.90 8479.81 9011.80.90 9032.89.89 8431.31.90 8461.50.10 8479.83.00 9012.10.90 9032.89.90 8431.39.00 8461.50.20 8479.82.10 9017.20.00 8439.1 8462.10.11 8479.82.90 9017.30.10 8439.20.00 846"
90328990;143;41;"0.20 8460.24.00 8477.90.00 9010.50.90 9032.89.83 8428.90.90 8460.31.00 8479.50.00 9011.10.00 9032.89.84 8431.31.10 8460.90.90 8479.81 9011.80.90 9032.89.89 8431.31.90 8461.50.10 8479.83.00 9012.10.90 9032.89.90 8431.39.00 8461.50.20 8479.82.10 9017.20.00 8439.1 8462.10.11 8479.82.90 9017.30.10 8439.20.00 8462.10.90 847"
84313900;143;41;"4.00 8477.90.00 9010.50.90 9032.89.83 8428.90.90 8460.31.00 8479.50.00 9011.10.00 9032.89.84 8431.31.10 8460.90.90 8479.81 9011.80.90 9032.89.89 8431.31.90 8461.50.10 8479.83.00 9012.10.90 9032.89.90 8431.39.00 8461.50.20 8479.82.10 9017.20.00 8439.1 8462.10.11 8479.82.90 9017.30.10 8439.20.00 8462.10.90 8479.89.11 901"
84615020;143;41;"0.00 9010.50.90 9032.89.83 8428.90.90 8460.31.00 8479.50.00 9011.10.00 9032.89.84 8431.31.10 8460.90.90 8479.81 9011.80.90 9032.89.89 8431.31.90 8461.50.10 8479.83.00 9012.10.90 9032.89.90 8431.39.00 8461.50.20 8479.82.10 9017.20.00 8439.1 8462.10.11 8479.82.90 9017.30.10 8439.20.00 8462.10.90 8479.89.11 9017.30.20 08/"
84798210;143;41;"0.90 9032.89.83 8428.90.90 8460.31.00 8479.50.00 9011.10.00 9032.89.84 8431.31.10 8460.90.90 8479.81 9011.80.90 9032.89.89 8431.31.90 8461.50.10 8479.83.00 9012.10.90 9032.89.90 8431.39.00 8461.50.20 8479.82.10 9017.20.00 8439.1 8462.10.11 8479.82.90 9017.30.10 8439.20.00 8462.10.90 8479.89.11 9017.30.20 08/08/2026, 09"
90172000;143;41;"9.83 8428.90.90 8460.31.00 8479.50.00 9011.10.00 9032.89.84 8431.31.10 8460.90.90 8479.81 9011.80.90 9032.89.89 8431.31.90 8461.50.10 8479.83.00 9012.10.90 9032.89.90 8431.39.00 8461.50.20 8479.82.10 9017.20.00 8439.1 8462.10.11 8479.82.90 9017.30.10 8439.20.00 8462.10.90 8479.89.11 9017.30.20 08/08/2026, 09:51 INSTRUÇ"
