ncm;tratamento;reducao;norma;dispositivo;trecho
91021110;reducao;60;"Lei Complementar 214/2025";"Anexo V, item 2.2";"Relógio em braille, com sintetizador de voz e mostrador ampliado 9102.11.10 9102.11.90 9102.91.00"
91029100;reducao;60;"Lei Complementar 214/2025";"Anexo V, item 2.2";"Relógio em braille, com sintetizador de voz e mostrador ampliado 9102.11.10 9102.11.90 9102.91.00"
91021190;reducao;60;"Lei Complementar 214/2025";"Anexo V, item 2.2";"Relógio em braille, com sintetizador de voz e mostrador ampliado 9102.11.10 9102.11.90 9102.91.00"
90251990;reducao;60;"Lei Complementar 214/2025";"Anexo V, item 2.3";"Termômetro digital com sistema de voz 9025.19.90"
84701000;reducao;60;"Lei Complementar 214/2025";"Anexo V, item 2.4";"Calculadora digital com sistema de voz, com verbalização dos ajustes de minutos e horas, tanto no modo horário, como no modo alarme, e comunicação por voz dos dígitos de cálculo e resultados 8470.10.00 8470.29.00"
84702900;reducao;60;"Lei Complementar 214/2025";"Anexo V, item 2.4";"Calculadora digital com sistema de voz, com verbalização dos ajustes de minutos e horas, tanto no modo horário, como no modo alarme, e comunicação por voz dos dígitos de cálculo e resultados 8470.10.00 8470.29.00"
85437099;reducao;60;"Lei Complementar 214/2025";"Anexo V, item 2.5";"Agenda eletrônica com teclado em braille , com ou sem sintetizador de voz 8543.70.99"
90172000;reducao;60;"Lei Complementar 214/2025";"Anexo V, item 2.6";"Reglete para escrita em braille 9017.20.00"
84716090;reducao;60;"Lei Complementar 214/2025";"Anexo V, item 2.7";"Display braille e teclado em Braille para uso em microcomputador, com sistema interativo para introdução e leitura de dados por meio de tabelas de caracteres Braille 8471.60.90"
84729099;reducao;60;"Lei Complementar 214/2025";"Anexo V, item 2.8";"Máquina de escrever para escrita em braille , manual ou elétrica, com teclado de datilografia comum ou na formação Braille 8472.90.99"
84433222;reducao;60;"Lei Complementar 214/2025";"Anexo V, item 2.9";"Impressora de caracteres em braille para uso com microcomputadores, com sistema de folha solta ou dois lados da folha, com ou sem sistema de comando de voz ou sistema acústico 8443.32.22"
84718000;reducao;60;"Lei Complementar 214/2025";"Anexo V, item 2.10";"Equipamento sintetizador para reprodução em voz de sinais gerados por microcomputadores, permitida a leitura de dados de arquivos, de uso interno ou externo, com padrão de protocolo SSIL de interface com softwares leitores de tela 8471.80.00"
85171;reducao;60;"Lei Complementar 214/2025";"Anexo V, item 3.1";"Aparelho telefônico com teclado alfanumérico e visor luminoso, com ou sem impressora embutida, que permite converter sinais transmitidos por sistema telefônico em caracteres e símbolos 8517.1"
91051100;reducao;60;"Lei Complementar 214/2025";"Anexo V, item 3.2";"Relógio despertador vibratório e/ou luminoso 9103.10.00 9105.11.00"
91031000;reducao;60;"Lei Complementar 214/2025";"Anexo V, item 3.2";"Relógio despertador vibratório e/ou luminoso 9103.10.00 9105.11.00"
84716053;reducao;60;"Lei Complementar 214/2025";"Anexo V, item 3.3";"Unidades de entrada de dados tipo mouse controláveis pelo movimento dos olhos para deficientes 8471.60.53"
29362812;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 1";"Acetato de dextroalfatocoferol 2936.28.12"
29224190;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 2";"Acetato de lisina 2922.41.90"
29152990;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 3";"Acetato de potássio 2915.29.90"
29152910;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 4";"Acetato de sódio 2915.29.10"
29152990;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 5";"Acetato de zinco 2915.29.90"
29225039;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 6";"Acetiltirosina 2922.50.39"
29152100;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 7";"Ácido acético 2915.21.00"
29362710;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 8";"Ácido ascórbico 2936.27.10"
29224990;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 9";"Ácido aspártico 2922.49.90"
29181400;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 10";"Ácido cítrico 2918.14.00"
29362911;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 11";"Ácido fólico 2936.29.11"
29224210;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 12";"Ácido glutâmico 2922.42.10"
29181990;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 13";"Ácido málico 2918.19.90"
28111990;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 14";"Ácido selenioso 2811.19.90"
20021000;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 15";"Água para injeção 2002.10.00"
29224990;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 16";"Alanilglutamina 2922.49.90"
29224990;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 17";"Alanina 2922.49.90"
30021236;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 18";"Albumina humana 3002.12.36"
29252919;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 19";"Arginina 2925.29.19"
29224990;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 20";"Asparagina 2922.49.90"
28363000;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 21";"Bicarbonato de sódio 2836.30.00"
29362931;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 22";"Biotina 2936.29.31"
29362610;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 23";"Cianocobalamina 2936.26.10"
29309039;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 24";"Cistina 2930.90.39"
28273993;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 25";"Cloreto crômico 2827.39.93"
28272090;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 26";"Cloreto de cálcio 2827.20.10 2827.20.90"
28272010;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 26";"Cloreto de cálcio 2827.20.10 2827.20.90"
28273110;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 27";"Cloreto de magnésio 2827.31.10 2827.31.90"
28273190;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 27";"Cloreto de magnésio 2827.31.10 2827.31.90"
28273995;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 28";"Cloreto de manganês 2827.39.95"
31042090;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 29";"Cloreto de potássio 3104.20.10 3104.20.90"
31042010;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 29";"Cloreto de potássio 3104.20.10 3104.20.90"
25010090;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 30";"Cloreto de sódio 2501.00.90"
28273998;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 31";"Cloreto de zinco 2827.39.98"
29362520;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 32";"Cloridrato de piridoxina 2936.25.20"
29362210;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 33";"Cloridrato de tiamina 2936.22.10"
29362290;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 34";"Cocarboxilase 2936.22.90"
29362921;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 35";"Colecalciferol 2936.29.21"
29362929;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 36";"Ergocalciferol 2936.29.29"
29224990;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 37";"Fenilalanina 2922.49.90"
29362940;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 38";"Fitomenadiona 2936.29.40"
21069090;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 39";"Fórmula para dieta isenta de fenilalanina 2106.90.90"
21069090;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 40";"Fórmula para dieta isenta demetionina 2106.90.90"
21069090;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 41";"Fórmula para dieta isenta de lisina e pobre de triptofano 2106.90.90"
21069090;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 42";"Fórmula para dieta isenta de leucina, de isoleucina ou de valina 2106.90.90"
21069090;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 43";"Fórmula para dieta isenta de fenilalanina e de metionina 2106.90.90"
21069090;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 44";"Fórmula para dieta isenta de aminoácidos não essenciais 2106.90.90"
21069090;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 45";"Fórmula para dieta isenta de metionina, de treonina, de valina e restrita de isoleucina 2106.90.90"
21069090;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 46";"Fórmula para dieta cetogênica, na proporção de 4 g de gordura para cada 1 g de carboidratos e proteínas 2106.90.90"
22029900;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 47";"Fórmula hiperlipídica, para suplementação de triglicerídios de cadeia média ou triheptanoína 2202.99.00"
22029900;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 48";"Preparação líquida, de quatro partes de trioleato de glicerol de ácido para uma parte de trierucato de glicerol 2202.99.00"
28352400;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 49";"Fosfato de potássio dibásico 2835.24.00"
28352400;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 50";"Fosfato de potássio monobásico 2835.24.00"
28352200;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 51";"Fosfato de sódio monobásico 2835.22.00"
29362290;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 52";"Fosfato de tiamina 2936.22.90"
29362320;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 53";"Fosfato sódico de riboflavina 2936.23.20"
17025000;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 54";"Frutose 1702.50.00"
29199090;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 55";"Glicerofosfato de sódio 2919.90.90"
29224910;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 56";"Glicina 2922.49.10"
29181610;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 57";"Gliconato de cálcio 2918.16.10"
17023011;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 58";"Glicose 1702.30.11"
29332992;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 59";"Histidina 2933.29.92"
35051000;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 60";"Icodextrina 3505.10.00"
28276012;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 61";"Iodeto de potássio 2827.60.12"
29224990;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 62";"Isoleucina 2922.49.90"
29232000;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 63";"Lecitina de ovo 2923.20.00"
29224990;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 64";"Leucina 2922.49.90"
29224990;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 65";"Levovalina 2922.49.90"
29224110;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 66";"Lisina 2922.41.10"
29304090;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 67";"Metionina 2930.40.10 2930.40.90"
29304010;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 67";"Metionina 2930.40.10 2930.40.90"
29362952;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 68";"Nicotinamida 2936.29.52"
29362113;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 69";"Palmitato de retinol 2936.21.13"
29224990;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 70";"Prolina 2922.49.90"
29362310;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 71";"Riboflavina 2936.23.10"
28429000;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 72";"Selenito de sódio 2842.90.00"
29225099;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 73";"Serina 2922.50.99"
29054400;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 74";"Sorbitol 2905.44.00"
28332100;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 75";"Sulfato de magnésio 2833.21.00"
28332970;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 76";"Sulfato de zinco 2833.29.70"
29224990;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 77";"Taurina 2922.49.90"
29225039;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 78";"Tirosina 2922.50.39"
29362811;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 79";"Tocoferol 2936.28.11"
29225099;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 80";"Treonina 2922.50.99"
15131900;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 81";"Triglicerídeos de cadeia média 1513.19.00 1513.29.11"
15132911;reducao;60;"Lei Complementar 214/2025";"Anexo VI, item 81";"Triglicerídeos de cadeia média 1513.19.00 1513.29.11"
03075200;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 1";"Crustáceos (exceto lagostas e lagostim) e moluscos dos seguintes códigos e subposições da NCM/SH: a) 0306.1 e 0306.3, exceto os produtos da subposição 0306.11 e dos códigos 0306.15.00, 0306.31.00, 0306.34.00, 0306.39.10; e b) 0307.31.00, 0307.32.00, 0307.42.00, 0307.43, 0307.51.00, 0307.52.00, 0307.91.00 e 0307.92.00"
03073100;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 1";"Crustáceos (exceto lagostas e lagostim) e moluscos dos seguintes códigos e subposições da NCM/SH: a) 0306.1 e 0306.3, exceto os produtos da subposição 0306.11 e dos códigos 0306.15.00, 0306.31.00, 0306.34.00, 0306.39.10; e b) 0307.31.00, 0307.32.00, 0307.42.00, 0307.43, 0307.51.00, 0307.52.00, 0307.91.00 e 0307.92.00"
03061500;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 1";"Crustáceos (exceto lagostas e lagostim) e moluscos dos seguintes códigos e subposições da NCM/SH: a) 0306.1 e 0306.3, exceto os produtos da subposição 0306.11 e dos códigos 0306.15.00, 0306.31.00, 0306.34.00, 0306.39.10; e b) 0307.31.00, 0307.32.00, 0307.42.00, 0307.43, 0307.51.00, 0307.52.00, 0307.91.00 e 0307.92.00"
030611;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 1";"Crustáceos (exceto lagostas e lagostim) e moluscos dos seguintes códigos e subposições da NCM/SH: a) 0306.1 e 0306.3, exceto os produtos da subposição 0306.11 e dos códigos 0306.15.00, 0306.31.00, 0306.34.00, 0306.39.10; e b) 0307.31.00, 0307.32.00, 0307.42.00, 0307.43, 0307.51.00, 0307.52.00, 0307.91.00 e 0307.92.00"
03073200;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 1";"Crustáceos (exceto lagostas e lagostim) e moluscos dos seguintes códigos e subposições da NCM/SH: a) 0306.1 e 0306.3, exceto os produtos da subposição 0306.11 e dos códigos 0306.15.00, 0306.31.00, 0306.34.00, 0306.39.10; e b) 0307.31.00, 0307.32.00, 0307.42.00, 0307.43, 0307.51.00, 0307.52.00, 0307.91.00 e 0307.92.00"
03063;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 1";"Crustáceos (exceto lagostas e lagostim) e moluscos dos seguintes códigos e subposições da NCM/SH: a) 0306.1 e 0306.3, exceto os produtos da subposição 0306.11 e dos códigos 0306.15.00, 0306.31.00, 0306.34.00, 0306.39.10; e b) 0307.31.00, 0307.32.00, 0307.42.00, 0307.43, 0307.51.00, 0307.52.00, 0307.91.00 e 0307.92.00"
03061;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 1";"Crustáceos (exceto lagostas e lagostim) e moluscos dos seguintes códigos e subposições da NCM/SH: a) 0306.1 e 0306.3, exceto os produtos da subposição 0306.11 e dos códigos 0306.15.00, 0306.31.00, 0306.34.00, 0306.39.10; e b) 0307.31.00, 0307.32.00, 0307.42.00, 0307.43, 0307.51.00, 0307.52.00, 0307.91.00 e 0307.92.00"
03063910;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 1";"Crustáceos (exceto lagostas e lagostim) e moluscos dos seguintes códigos e subposições da NCM/SH: a) 0306.1 e 0306.3, exceto os produtos da subposição 0306.11 e dos códigos 0306.15.00, 0306.31.00, 0306.34.00, 0306.39.10; e b) 0307.31.00, 0307.32.00, 0307.42.00, 0307.43, 0307.51.00, 0307.52.00, 0307.91.00 e 0307.92.00"
03079100;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 1";"Crustáceos (exceto lagostas e lagostim) e moluscos dos seguintes códigos e subposições da NCM/SH: a) 0306.1 e 0306.3, exceto os produtos da subposição 0306.11 e dos códigos 0306.15.00, 0306.31.00, 0306.34.00, 0306.39.10; e b) 0307.31.00, 0307.32.00, 0307.42.00, 0307.43, 0307.51.00, 0307.52.00, 0307.91.00 e 0307.92.00"
03074200;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 1";"Crustáceos (exceto lagostas e lagostim) e moluscos dos seguintes códigos e subposições da NCM/SH: a) 0306.1 e 0306.3, exceto os produtos da subposição 0306.11 e dos códigos 0306.15.00, 0306.31.00, 0306.34.00, 0306.39.10; e b) 0307.31.00, 0307.32.00, 0307.42.00, 0307.43, 0307.51.00, 0307.52.00, 0307.91.00 e 0307.92.00"
03063400;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 1";"Crustáceos (exceto lagostas e lagostim) e moluscos dos seguintes códigos e subposições da NCM/SH: a) 0306.1 e 0306.3, exceto os produtos da subposição 0306.11 e dos códigos 0306.15.00, 0306.31.00, 0306.34.00, 0306.39.10; e b) 0307.31.00, 0307.32.00, 0307.42.00, 0307.43, 0307.51.00, 0307.52.00, 0307.91.00 e 0307.92.00"
03063100;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 1";"Crustáceos (exceto lagostas e lagostim) e moluscos dos seguintes códigos e subposições da NCM/SH: a) 0306.1 e 0306.3, exceto os produtos da subposição 0306.11 e dos códigos 0306.15.00, 0306.31.00, 0306.34.00, 0306.39.10; e b) 0307.31.00, 0307.32.00, 0307.42.00, 0307.43, 0307.51.00, 0307.52.00, 0307.91.00 e 0307.92.00"
03079200;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 1";"Crustáceos (exceto lagostas e lagostim) e moluscos dos seguintes códigos e subposições da NCM/SH: a) 0306.1 e 0306.3, exceto os produtos da subposição 0306.11 e dos códigos 0306.15.00, 0306.31.00, 0306.34.00, 0306.39.10; e b) 0307.31.00, 0307.32.00, 0307.42.00, 0307.43, 0307.51.00, 0307.52.00, 0307.91.00 e 0307.92.00"
030743;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 1";"Crustáceos (exceto lagostas e lagostim) e moluscos dos seguintes códigos e subposições da NCM/SH: a) 0306.1 e 0306.3, exceto os produtos da subposição 0306.11 e dos códigos 0306.15.00, 0306.31.00, 0306.34.00, 0306.39.10; e b) 0307.31.00, 0307.32.00, 0307.42.00, 0307.43, 0307.51.00, 0307.52.00, 0307.91.00 e 0307.92.00"
03075100;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 1";"Crustáceos (exceto lagostas e lagostim) e moluscos dos seguintes códigos e subposições da NCM/SH: a) 0306.1 e 0306.3, exceto os produtos da subposição 0306.11 e dos códigos 0306.15.00, 0306.31.00, 0306.34.00, 0306.39.10; e b) 0307.31.00, 0307.32.00, 0307.42.00, 0307.43, 0307.51.00, 0307.52.00, 0307.91.00 e 0307.92.00"
22029900;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 2";"Leite fermentado, bebidas e compostos lácteos, em conformidade com os requisitos da legislação específica, classificados nos códigos 0403.20.00, 0403.90.00 e 2202.99.00 da NCM/SH"
04032000;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 2";"Leite fermentado, bebidas e compostos lácteos, em conformidade com os requisitos da legislação específica, classificados nos códigos 0403.20.00, 0403.90.00 e 2202.99.00 da NCM/SH"
04039000;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 2";"Leite fermentado, bebidas e compostos lácteos, em conformidade com os requisitos da legislação específica, classificados nos códigos 0403.20.00, 0403.90.00 e 2202.99.00 da NCM/SH"
04090000;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 3";"Mel natural do código 0409.00.00 da NCM/SH"
110100;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 4";"Farinha das posições 1101.00, 11.02, 11.05, 11.06 e 12.08 da NCM/SH; ressalvados os produtos relacionados no Anexo I"
11031900;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 5";"Grumos e sêmolas de cereais dos códigos 1103.11.00 e 1103.19.00 da NCM/SH; ressalvados os produtos relacionados no Anexo I"
11031100;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 5";"Grumos e sêmolas de cereais dos códigos 1103.11.00 e 1103.19.00 da NCM/SH; ressalvados os produtos relacionados no Anexo I"
11041;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 6";"Grãos de cereais das subposições 1104.1 e 1104.2 da NCM/SH; ressalvados os produtos relacionados no Anexo I"
11042;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 6";"Grãos de cereais das subposições 1104.1 e 1104.2 da NCM/SH; ressalvados os produtos relacionados no Anexo I"
11081200;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 7";"Amido de milho do código 1108.12.00 da NCM/SH"
1514;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 8";"Óleos de soja, de milho, canola e demais óleos vegetais, em conformidade com os requisitos da legislação específica relativos ao consumo como alimento, classificados na subposição 1507.90 e nas posições 15.08, 15.11, 15.12, 15.13, 15.14 e 15.15 da NCM/SH"
1513;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 8";"Óleos de soja, de milho, canola e demais óleos vegetais, em conformidade com os requisitos da legislação específica relativos ao consumo como alimento, classificados na subposição 1507.90 e nas posições 15.08, 15.11, 15.12, 15.13, 15.14 e 15.15 da NCM/SH"
150790;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 8";"Óleos de soja, de milho, canola e demais óleos vegetais, em conformidade com os requisitos da legislação específica relativos ao consumo como alimento, classificados na subposição 1507.90 e nas posições 15.08, 15.11, 15.12, 15.13, 15.14 e 15.15 da NCM/SH"
1512;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 8";"Óleos de soja, de milho, canola e demais óleos vegetais, em conformidade com os requisitos da legislação específica relativos ao consumo como alimento, classificados na subposição 1507.90 e nas posições 15.08, 15.11, 15.12, 15.13, 15.14 e 15.15 da NCM/SH"
1508;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 8";"Óleos de soja, de milho, canola e demais óleos vegetais, em conformidade com os requisitos da legislação específica relativos ao consumo como alimento, classificados na subposição 1507.90 e nas posições 15.08, 15.11, 15.12, 15.13, 15.14 e 15.15 da NCM/SH"
1511;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 8";"Óleos de soja, de milho, canola e demais óleos vegetais, em conformidade com os requisitos da legislação específica relativos ao consumo como alimento, classificados na subposição 1507.90 e nas posições 15.08, 15.11, 15.12, 15.13, 15.14 e 15.15 da NCM/SH"
1515;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 8";"Óleos de soja, de milho, canola e demais óleos vegetais, em conformidade com os requisitos da legislação específica relativos ao consumo como alimento, classificados na subposição 1507.90 e nas posições 15.08, 15.11, 15.12, 15.13, 15.14 e 15.15 da NCM/SH"
19022000;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 9";"Massas alimentícias dos códigos 1902.20.00 e 1902.30.00 da NCM/SH"
19023000;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 9";"Massas alimentícias dos códigos 1902.20.00 e 1902.30.00 da NCM/SH"
19059010;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 12";"Pão de Forma do código 1905.90.10 da NCM/SH"
20029000;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 13";"Extrato de tomate classificado no código 2002.90.00 da NCM/SH"
0812;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 14";"Frutas, produtos hortícolas e demais produtos vegetais, sem adição de açúcar ou de outros edulcorantes, classificados nos capítulos 7 e 8 da NCM/SH, ressalvados as frutas de casca rija não regionais e os produtos relacionados nos Anexos I e XV e excetuadas as posições 07.11, 08.12 e 0814.00.00"
08;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 14";"Frutas, produtos hortícolas e demais produtos vegetais, sem adição de açúcar ou de outros edulcorantes, classificados nos capítulos 7 e 8 da NCM/SH, ressalvados as frutas de casca rija não regionais e os produtos relacionados nos Anexos I e XV e excetuadas as posições 07.11, 08.12 e 0814.00.00"
07;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 14";"Frutas, produtos hortícolas e demais produtos vegetais, sem adição de açúcar ou de outros edulcorantes, classificados nos capítulos 7 e 8 da NCM/SH, ressalvados as frutas de casca rija não regionais e os produtos relacionados nos Anexos I e XV e excetuadas as posições 07.11, 08.12 e 0814.00.00"
0711;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 14";"Frutas, produtos hortícolas e demais produtos vegetais, sem adição de açúcar ou de outros edulcorantes, classificados nos capítulos 7 e 8 da NCM/SH, ressalvados as frutas de casca rija não regionais e os produtos relacionados nos Anexos I e XV e excetuadas as posições 07.11, 08.12 e 0814.00.00"
08140000;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 14";"Frutas, produtos hortícolas e demais produtos vegetais, sem adição de açúcar ou de outros edulcorantes, classificados nos capítulos 7 e 8 da NCM/SH, ressalvados as frutas de casca rija não regionais e os produtos relacionados nos Anexos I e XV e excetuadas as posições 07.11, 08.12 e 0814.00.00"
12;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 15";"Cereais do capítulo 10 e sementes e frutos oleaginosos classificados no capítulo 12, ambos da NCM/SH, ressalvados os produtos relacionados no Anexo I"
10;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 15";"Cereais do capítulo 10 e sementes e frutos oleaginosos classificados no capítulo 12, ambos da NCM/SH, ressalvados os produtos relacionados no Anexo I"
20021000;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 16";"Produtos hortícolas, mesmo misturados entre si, apenas pré-cozidos ou cozidos em água ou vapor, sem adição de sal ou de quaisquer outros produtos e substâncias, classificados nas posições 20.04 e 20.05 e no código 2002.10.00 da NCM/SH"
2005;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 16";"Produtos hortícolas, mesmo misturados entre si, apenas pré-cozidos ou cozidos em água ou vapor, sem adição de sal ou de quaisquer outros produtos e substâncias, classificados nas posições 20.04 e 20.05 e no código 2002.10.00 da NCM/SH"
2004;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 16";"Produtos hortícolas, mesmo misturados entre si, apenas pré-cozidos ou cozidos em água ou vapor, sem adição de sal ou de quaisquer outros produtos e substâncias, classificados nas posições 20.04 e 20.05 e no código 2002.10.00 da NCM/SH"
20081;reducao;60;"Lei Complementar 214/2025";"Anexo VII, item 17";"Fruta de casca rija regional, amendoins e outras sementes, mesmo misturados entre si, apenas torrados ou cozidos, sem adição de sal ou de quaisquer outros produtos e substâncias, classificados na subposição 2008.1 da NCM/SH"
34011190;reducao;60;"Lei Complementar 214/2025";"Anexo VIII, item 1";"Sabões de toucador classificados no código 3401.11.90 da NCM/SH"
33061000;reducao;60;"Lei Complementar 214/2025";"Anexo VIII, item 2";"Dentifrícios do código 3306.10.00 da NCM/SH"
96032100;reducao;60;"Lei Complementar 214/2025";"Anexo VIII, item 3";"Escovas de dentes do código 9603.21.00 da NCM/SH"
48181000;reducao;60;"Lei Complementar 214/2025";"Anexo VIII, item 4";"Papel higiênico do código 4818.10.00 da NCM/SH"
38089419;reducao;60;"Lei Complementar 214/2025";"Anexo VIII, item 5";"Água sanitária classificada no código 3808.94.19 da NCM/SH"
