ncm;tratamento;reducao;norma;dispositivo;trecho
38029040;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 7";"Calcário, casca de coco triturada, turfa; tortas, bagaços e demais resíduos e desperdícios vegetais das indústrias alimentares; cascas, serragens e demais resíduos e desperdícios de madeira; resíduos da indústria de celulose (dregs e grits), ossos, borra de carnaúba, cinzas, resíduos agroindustriais orgânicos, DL-Metionina e seus análogos, vermiculita e argilas expandidas, palhas e cascas de produtos vegetais, fibra de coco e outras fibras vegetais, silicatos de potássio ou de magnésio, resinas e oleorresinas naturais, sucos e extratos vegetais, aminoácidos e microrganismos mortos, óleos essenciais, argilas e terras, carvão vegetal e pastas mecânicas de madeira; todos destinados diretamente à fabricação de biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário ou utilizados diretamente como biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário; em conformidade com as definições e demais requisitos da legislação específica 05.06 1201.10.00 1213.00.00 1301.90.90 1302.19.9 1401.90.00 1404.90.90 2102.20.00 23.02 23.03 2304.00 2305.00.00 23.06 2308.00.00 2703.00.00 2839.90.10 2839.90.50 2922.4 2930.40 33.01 3802.90.40 3804.00 3824.99.71 4401.39.00 4401.4 4402.90.00 4701.00.00 5305.00.90 6806.20.00"
28399050;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 7";"Calcário, casca de coco triturada, turfa; tortas, bagaços e demais resíduos e desperdícios vegetais das indústrias alimentares; cascas, serragens e demais resíduos e desperdícios de madeira; resíduos da indústria de celulose (dregs e grits), ossos, borra de carnaúba, cinzas, resíduos agroindustriais orgânicos, DL-Metionina e seus análogos, vermiculita e argilas expandidas, palhas e cascas de produtos vegetais, fibra de coco e outras fibras vegetais, silicatos de potássio ou de magnésio, resinas e oleorresinas naturais, sucos e extratos vegetais, aminoácidos e microrganismos mortos, óleos essenciais, argilas e terras, carvão vegetal e pastas mecânicas de madeira; todos destinados diretamente à fabricação de biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário ou utilizados diretamente como biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário; em conformidade com as definições e demais requisitos da legislação específica 05.06 1201.10.00 1213.00.00 1301.90.90 1302.19.9 1401.90.00 1404.90.90 2102.20.00 23.02 23.03 2304.00 2305.00.00 23.06 2308.00.00 2703.00.00 2839.90.10 2839.90.50 2922.4 2930.40 33.01 3802.90.40 3804.00 3824.99.71 4401.39.00 4401.4 4402.90.00 4701.00.00 5305.00.90 6806.20.00"
28399010;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 7";"Calcário, casca de coco triturada, turfa; tortas, bagaços e demais resíduos e desperdícios vegetais das indústrias alimentares; cascas, serragens e demais resíduos e desperdícios de madeira; resíduos da indústria de celulose (dregs e grits), ossos, borra de carnaúba, cinzas, resíduos agroindustriais orgânicos, DL-Metionina e seus análogos, vermiculita e argilas expandidas, palhas e cascas de produtos vegetais, fibra de coco e outras fibras vegetais, silicatos de potássio ou de magnésio, resinas e oleorresinas naturais, sucos e extratos vegetais, aminoácidos e microrganismos mortos, óleos essenciais, argilas e terras, carvão vegetal e pastas mecânicas de madeira; todos destinados diretamente à fabricação de biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário ou utilizados diretamente como biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário; em conformidade com as definições e demais requisitos da legislação específica 05.06 1201.10.00 1213.00.00 1301.90.90 1302.19.9 1401.90.00 1404.90.90 2102.20.00 23.02 23.03 2304.00 2305.00.00 23.06 2308.00.00 2703.00.00 2839.90.10 2839.90.50 2922.4 2930.40 33.01 3802.90.40 3804.00 3824.99.71 4401.39.00 4401.4 4402.90.00 4701.00.00 5305.00.90 6806.20.00"
14019000;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 7";"Calcário, casca de coco triturada, turfa; tortas, bagaços e demais resíduos e desperdícios vegetais das indústrias alimentares; cascas, serragens e demais resíduos e desperdícios de madeira; resíduos da indústria de celulose (dregs e grits), ossos, borra de carnaúba, cinzas, resíduos agroindustriais orgânicos, DL-Metionina e seus análogos, vermiculita e argilas expandidas, palhas e cascas de produtos vegetais, fibra de coco e outras fibras vegetais, silicatos de potássio ou de magnésio, resinas e oleorresinas naturais, sucos e extratos vegetais, aminoácidos e microrganismos mortos, óleos essenciais, argilas e terras, carvão vegetal e pastas mecânicas de madeira; todos destinados diretamente à fabricação de biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário ou utilizados diretamente como biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário; em conformidade com as definições e demais requisitos da legislação específica 05.06 1201.10.00 1213.00.00 1301.90.90 1302.19.9 1401.90.00 1404.90.90 2102.20.00 23.02 23.03 2304.00 2305.00.00 23.06 2308.00.00 2703.00.00 2839.90.10 2839.90.50 2922.4 2930.40 33.01 3802.90.40 3804.00 3824.99.71 4401.39.00 4401.4 4402.90.00 4701.00.00 5305.00.90 6806.20.00"
38249971;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 7";"Calcário, casca de coco triturada, turfa; tortas, bagaços e demais resíduos e desperdícios vegetais das indústrias alimentares; cascas, serragens e demais resíduos e desperdícios de madeira; resíduos da indústria de celulose (dregs e grits), ossos, borra de carnaúba, cinzas, resíduos agroindustriais orgânicos, DL-Metionina e seus análogos, vermiculita e argilas expandidas, palhas e cascas de produtos vegetais, fibra de coco e outras fibras vegetais, silicatos de potássio ou de magnésio, resinas e oleorresinas naturais, sucos e extratos vegetais, aminoácidos e microrganismos mortos, óleos essenciais, argilas e terras, carvão vegetal e pastas mecânicas de madeira; todos destinados diretamente à fabricação de biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário ou utilizados diretamente como biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário; em conformidade com as definições e demais requisitos da legislação específica 05.06 1201.10.00 1213.00.00 1301.90.90 1302.19.9 1401.90.00 1404.90.90 2102.20.00 23.02 23.03 2304.00 2305.00.00 23.06 2308.00.00 2703.00.00 2839.90.10 2839.90.50 2922.4 2930.40 33.01 3802.90.40 3804.00 3824.99.71 4401.39.00 4401.4 4402.90.00 4701.00.00 5305.00.90 6806.20.00"
23080000;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 7";"Calcário, casca de coco triturada, turfa; tortas, bagaços e demais resíduos e desperdícios vegetais das indústrias alimentares; cascas, serragens e demais resíduos e desperdícios de madeira; resíduos da indústria de celulose (dregs e grits), ossos, borra de carnaúba, cinzas, resíduos agroindustriais orgânicos, DL-Metionina e seus análogos, vermiculita e argilas expandidas, palhas e cascas de produtos vegetais, fibra de coco e outras fibras vegetais, silicatos de potássio ou de magnésio, resinas e oleorresinas naturais, sucos e extratos vegetais, aminoácidos e microrganismos mortos, óleos essenciais, argilas e terras, carvão vegetal e pastas mecânicas de madeira; todos destinados diretamente à fabricação de biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário ou utilizados diretamente como biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário; em conformidade com as definições e demais requisitos da legislação específica 05.06 1201.10.00 1213.00.00 1301.90.90 1302.19.9 1401.90.00 1404.90.90 2102.20.00 23.02 23.03 2304.00 2305.00.00 23.06 2308.00.00 2703.00.00 2839.90.10 2839.90.50 2922.4 2930.40 33.01 3802.90.40 3804.00 3824.99.71 4401.39.00 4401.4 4402.90.00 4701.00.00 5305.00.90 6806.20.00"
27030000;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 7";"Calcário, casca de coco triturada, turfa; tortas, bagaços e demais resíduos e desperdícios vegetais das indústrias alimentares; cascas, serragens e demais resíduos e desperdícios de madeira; resíduos da indústria de celulose (dregs e grits), ossos, borra de carnaúba, cinzas, resíduos agroindustriais orgânicos, DL-Metionina e seus análogos, vermiculita e argilas expandidas, palhas e cascas de produtos vegetais, fibra de coco e outras fibras vegetais, silicatos de potássio ou de magnésio, resinas e oleorresinas naturais, sucos e extratos vegetais, aminoácidos e microrganismos mortos, óleos essenciais, argilas e terras, carvão vegetal e pastas mecânicas de madeira; todos destinados diretamente à fabricação de biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário ou utilizados diretamente como biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário; em conformidade com as definições e demais requisitos da legislação específica 05.06 1201.10.00 1213.00.00 1301.90.90 1302.19.9 1401.90.00 1404.90.90 2102.20.00 23.02 23.03 2304.00 2305.00.00 23.06 2308.00.00 2703.00.00 2839.90.10 2839.90.50 2922.4 2930.40 33.01 3802.90.40 3804.00 3824.99.71 4401.39.00 4401.4 4402.90.00 4701.00.00 5305.00.90 6806.20.00"
23050000;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 7";"Calcário, casca de coco triturada, turfa; tortas, bagaços e demais resíduos e desperdícios vegetais das indústrias alimentares; cascas, serragens e demais resíduos e desperdícios de madeira; resíduos da indústria de celulose (dregs e grits), ossos, borra de carnaúba, cinzas, resíduos agroindustriais orgânicos, DL-Metionina e seus análogos, vermiculita e argilas expandidas, palhas e cascas de produtos vegetais, fibra de coco e outras fibras vegetais, silicatos de potássio ou de magnésio, resinas e oleorresinas naturais, sucos e extratos vegetais, aminoácidos e microrganismos mortos, óleos essenciais, argilas e terras, carvão vegetal e pastas mecânicas de madeira; todos destinados diretamente à fabricação de biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário ou utilizados diretamente como biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário; em conformidade com as definições e demais requisitos da legislação específica 05.06 1201.10.00 1213.00.00 1301.90.90 1302.19.9 1401.90.00 1404.90.90 2102.20.00 23.02 23.03 2304.00 2305.00.00 23.06 2308.00.00 2703.00.00 2839.90.10 2839.90.50 2922.4 2930.40 33.01 3802.90.40 3804.00 3824.99.71 4401.39.00 4401.4 4402.90.00 4701.00.00 5305.00.90 6806.20.00"
293040;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 7";"Calcário, casca de coco triturada, turfa; tortas, bagaços e demais resíduos e desperdícios vegetais das indústrias alimentares; cascas, serragens e demais resíduos e desperdícios de madeira; resíduos da indústria de celulose (dregs e grits), ossos, borra de carnaúba, cinzas, resíduos agroindustriais orgânicos, DL-Metionina e seus análogos, vermiculita e argilas expandidas, palhas e cascas de produtos vegetais, fibra de coco e outras fibras vegetais, silicatos de potássio ou de magnésio, resinas e oleorresinas naturais, sucos e extratos vegetais, aminoácidos e microrganismos mortos, óleos essenciais, argilas e terras, carvão vegetal e pastas mecânicas de madeira; todos destinados diretamente à fabricação de biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário ou utilizados diretamente como biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário; em conformidade com as definições e demais requisitos da legislação específica 05.06 1201.10.00 1213.00.00 1301.90.90 1302.19.9 1401.90.00 1404.90.90 2102.20.00 23.02 23.03 2304.00 2305.00.00 23.06 2308.00.00 2703.00.00 2839.90.10 2839.90.50 2922.4 2930.40 33.01 3802.90.40 3804.00 3824.99.71 4401.39.00 4401.4 4402.90.00 4701.00.00 5305.00.90 6806.20.00"
44029000;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 7";"Calcário, casca de coco triturada, turfa; tortas, bagaços e demais resíduos e desperdícios vegetais das indústrias alimentares; cascas, serragens e demais resíduos e desperdícios de madeira; resíduos da indústria de celulose (dregs e grits), ossos, borra de carnaúba, cinzas, resíduos agroindustriais orgânicos, DL-Metionina e seus análogos, vermiculita e argilas expandidas, palhas e cascas de produtos vegetais, fibra de coco e outras fibras vegetais, silicatos de potássio ou de magnésio, resinas e oleorresinas naturais, sucos e extratos vegetais, aminoácidos e microrganismos mortos, óleos essenciais, argilas e terras, carvão vegetal e pastas mecânicas de madeira; todos destinados diretamente à fabricação de biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário ou utilizados diretamente como biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário; em conformidade com as definições e demais requisitos da legislação específica 05.06 1201.10.00 1213.00.00 1301.90.90 1302.19.9 1401.90.00 1404.90.90 2102.20.00 23.02 23.03 2304.00 2305.00.00 23.06 2308.00.00 2703.00.00 2839.90.10 2839.90.50 2922.4 2930.40 33.01 3802.90.40 3804.00 3824.99.71 4401.39.00 4401.4 4402.90.00 4701.00.00 5305.00.90 6806.20.00"
28092019;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 8";"Ácido nítrico, ácido sulfúrico, ácido fosfórico, fosfatos de cálcio naturais, enxofre, ácido clorídrico, ácido fosforoso, ácido acético, hidróxido de sódio e carbonato dissódico; todos destinados diretamente à fabricação de fertilizantes 2503.00.10 2503.00.90 2510.10.10 2510.10.90 2510.20.10 2510.20.90 2802.00.00 2806.10.20 2807.00.10 2808.00.10 2809.20.11 2809.20.19 2811.19.20 2815.11.00 2815.12.00 2836.20.10 2836.20.90 2915.21.00"
28092011;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 8";"Ácido nítrico, ácido sulfúrico, ácido fosfórico, fosfatos de cálcio naturais, enxofre, ácido clorídrico, ácido fosforoso, ácido acético, hidróxido de sódio e carbonato dissódico; todos destinados diretamente à fabricação de fertilizantes 2503.00.10 2503.00.90 2510.10.10 2510.10.90 2510.20.10 2510.20.90 2802.00.00 2806.10.20 2807.00.10 2808.00.10 2809.20.11 2809.20.19 2811.19.20 2815.11.00 2815.12.00 2836.20.10 2836.20.90 2915.21.00"
29152100;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 8";"Ácido nítrico, ácido sulfúrico, ácido fosfórico, fosfatos de cálcio naturais, enxofre, ácido clorídrico, ácido fosforoso, ácido acético, hidróxido de sódio e carbonato dissódico; todos destinados diretamente à fabricação de fertilizantes 2503.00.10 2503.00.90 2510.10.10 2510.10.90 2510.20.10 2510.20.90 2802.00.00 2806.10.20 2807.00.10 2808.00.10 2809.20.11 2809.20.19 2811.19.20 2815.11.00 2815.12.00 2836.20.10 2836.20.90 2915.21.00"
25102090;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 8";"Ácido nítrico, ácido sulfúrico, ácido fosfórico, fosfatos de cálcio naturais, enxofre, ácido clorídrico, ácido fosforoso, ácido acético, hidróxido de sódio e carbonato dissódico; todos destinados diretamente à fabricação de fertilizantes 2503.00.10 2503.00.90 2510.10.10 2510.10.90 2510.20.10 2510.20.90 2802.00.00 2806.10.20 2807.00.10 2808.00.10 2809.20.11 2809.20.19 2811.19.20 2815.11.00 2815.12.00 2836.20.10 2836.20.90 2915.21.00"
25030010;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 8";"Ácido nítrico, ácido sulfúrico, ácido fosfórico, fosfatos de cálcio naturais, enxofre, ácido clorídrico, ácido fosforoso, ácido acético, hidróxido de sódio e carbonato dissódico; todos destinados diretamente à fabricação de fertilizantes 2503.00.10 2503.00.90 2510.10.10 2510.10.90 2510.20.10 2510.20.90 2802.00.00 2806.10.20 2807.00.10 2808.00.10 2809.20.11 2809.20.19 2811.19.20 2815.11.00 2815.12.00 2836.20.10 2836.20.90 2915.21.00"
28362090;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 8";"Ácido nítrico, ácido sulfúrico, ácido fosfórico, fosfatos de cálcio naturais, enxofre, ácido clorídrico, ácido fosforoso, ácido acético, hidróxido de sódio e carbonato dissódico; todos destinados diretamente à fabricação de fertilizantes 2503.00.10 2503.00.90 2510.10.10 2510.10.90 2510.20.10 2510.20.90 2802.00.00 2806.10.20 2807.00.10 2808.00.10 2809.20.11 2809.20.19 2811.19.20 2815.11.00 2815.12.00 2836.20.10 2836.20.90 2915.21.00"
28362010;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 8";"Ácido nítrico, ácido sulfúrico, ácido fosfórico, fosfatos de cálcio naturais, enxofre, ácido clorídrico, ácido fosforoso, ácido acético, hidróxido de sódio e carbonato dissódico; todos destinados diretamente à fabricação de fertilizantes 2503.00.10 2503.00.90 2510.10.10 2510.10.90 2510.20.10 2510.20.90 2802.00.00 2806.10.20 2807.00.10 2808.00.10 2809.20.11 2809.20.19 2811.19.20 2815.11.00 2815.12.00 2836.20.10 2836.20.90 2915.21.00"
25101010;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 8";"Ácido nítrico, ácido sulfúrico, ácido fosfórico, fosfatos de cálcio naturais, enxofre, ácido clorídrico, ácido fosforoso, ácido acético, hidróxido de sódio e carbonato dissódico; todos destinados diretamente à fabricação de fertilizantes 2503.00.10 2503.00.90 2510.10.10 2510.10.90 2510.20.10 2510.20.90 2802.00.00 2806.10.20 2807.00.10 2808.00.10 2809.20.11 2809.20.19 2811.19.20 2815.11.00 2815.12.00 2836.20.10 2836.20.90 2915.21.00"
28080010;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 8";"Ácido nítrico, ácido sulfúrico, ácido fosfórico, fosfatos de cálcio naturais, enxofre, ácido clorídrico, ácido fosforoso, ácido acético, hidróxido de sódio e carbonato dissódico; todos destinados diretamente à fabricação de fertilizantes 2503.00.10 2503.00.90 2510.10.10 2510.10.90 2510.20.10 2510.20.90 2802.00.00 2806.10.20 2807.00.10 2808.00.10 2809.20.11 2809.20.19 2811.19.20 2815.11.00 2815.12.00 2836.20.10 2836.20.90 2915.21.00"
28070010;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 8";"Ácido nítrico, ácido sulfúrico, ácido fosfórico, fosfatos de cálcio naturais, enxofre, ácido clorídrico, ácido fosforoso, ácido acético, hidróxido de sódio e carbonato dissódico; todos destinados diretamente à fabricação de fertilizantes 2503.00.10 2503.00.90 2510.10.10 2510.10.90 2510.20.10 2510.20.90 2802.00.00 2806.10.20 2807.00.10 2808.00.10 2809.20.11 2809.20.19 2811.19.20 2815.11.00 2815.12.00 2836.20.10 2836.20.90 2915.21.00"
25102010;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 8";"Ácido nítrico, ácido sulfúrico, ácido fosfórico, fosfatos de cálcio naturais, enxofre, ácido clorídrico, ácido fosforoso, ácido acético, hidróxido de sódio e carbonato dissódico; todos destinados diretamente à fabricação de fertilizantes 2503.00.10 2503.00.90 2510.10.10 2510.10.90 2510.20.10 2510.20.90 2802.00.00 2806.10.20 2807.00.10 2808.00.10 2809.20.11 2809.20.19 2811.19.20 2815.11.00 2815.12.00 2836.20.10 2836.20.90 2915.21.00"
25030090;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 8";"Ácido nítrico, ácido sulfúrico, ácido fosfórico, fosfatos de cálcio naturais, enxofre, ácido clorídrico, ácido fosforoso, ácido acético, hidróxido de sódio e carbonato dissódico; todos destinados diretamente à fabricação de fertilizantes 2503.00.10 2503.00.90 2510.10.10 2510.10.90 2510.20.10 2510.20.90 2802.00.00 2806.10.20 2807.00.10 2808.00.10 2809.20.11 2809.20.19 2811.19.20 2815.11.00 2815.12.00 2836.20.10 2836.20.90 2915.21.00"
28020000;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 8";"Ácido nítrico, ácido sulfúrico, ácido fosfórico, fosfatos de cálcio naturais, enxofre, ácido clorídrico, ácido fosforoso, ácido acético, hidróxido de sódio e carbonato dissódico; todos destinados diretamente à fabricação de fertilizantes 2503.00.10 2503.00.90 2510.10.10 2510.10.90 2510.20.10 2510.20.90 2802.00.00 2806.10.20 2807.00.10 2808.00.10 2809.20.11 2809.20.19 2811.19.20 2815.11.00 2815.12.00 2836.20.10 2836.20.90 2915.21.00"
28111920;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 8";"Ácido nítrico, ácido sulfúrico, ácido fosfórico, fosfatos de cálcio naturais, enxofre, ácido clorídrico, ácido fosforoso, ácido acético, hidróxido de sódio e carbonato dissódico; todos destinados diretamente à fabricação de fertilizantes 2503.00.10 2503.00.90 2510.10.10 2510.10.90 2510.20.10 2510.20.90 2802.00.00 2806.10.20 2807.00.10 2808.00.10 2809.20.11 2809.20.19 2811.19.20 2815.11.00 2815.12.00 2836.20.10 2836.20.90 2915.21.00"
28151100;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 8";"Ácido nítrico, ácido sulfúrico, ácido fosfórico, fosfatos de cálcio naturais, enxofre, ácido clorídrico, ácido fosforoso, ácido acético, hidróxido de sódio e carbonato dissódico; todos destinados diretamente à fabricação de fertilizantes 2503.00.10 2503.00.90 2510.10.10 2510.10.90 2510.20.10 2510.20.90 2802.00.00 2806.10.20 2807.00.10 2808.00.10 2809.20.11 2809.20.19 2811.19.20 2815.11.00 2815.12.00 2836.20.10 2836.20.90 2915.21.00"
28151200;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 8";"Ácido nítrico, ácido sulfúrico, ácido fosfórico, fosfatos de cálcio naturais, enxofre, ácido clorídrico, ácido fosforoso, ácido acético, hidróxido de sódio e carbonato dissódico; todos destinados diretamente à fabricação de fertilizantes 2503.00.10 2503.00.90 2510.10.10 2510.10.90 2510.20.10 2510.20.90 2802.00.00 2806.10.20 2807.00.10 2808.00.10 2809.20.11 2809.20.19 2811.19.20 2815.11.00 2815.12.00 2836.20.10 2836.20.90 2915.21.00"
28061020;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 8";"Ácido nítrico, ácido sulfúrico, ácido fosfórico, fosfatos de cálcio naturais, enxofre, ácido clorídrico, ácido fosforoso, ácido acético, hidróxido de sódio e carbonato dissódico; todos destinados diretamente à fabricação de fertilizantes 2503.00.10 2503.00.90 2510.10.10 2510.10.90 2510.20.10 2510.20.90 2802.00.00 2806.10.20 2807.00.10 2808.00.10 2809.20.11 2809.20.19 2811.19.20 2815.11.00 2815.12.00 2836.20.10 2836.20.90 2915.21.00"
25101090;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 8";"Ácido nítrico, ácido sulfúrico, ácido fosfórico, fosfatos de cálcio naturais, enxofre, ácido clorídrico, ácido fosforoso, ácido acético, hidróxido de sódio e carbonato dissódico; todos destinados diretamente à fabricação de fertilizantes 2503.00.10 2503.00.90 2510.10.10 2510.10.90 2510.20.10 2510.20.90 2802.00.00 2806.10.20 2807.00.10 2808.00.10 2809.20.11 2809.20.19 2811.19.20 2815.11.00 2815.12.00 2836.20.10 2836.20.90 2915.21.00"
350790;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 9";"Enzimas preparadas para decomposição de matéria orgânica animal e vegetal 3507.90.4"
12;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 10";"Semente genética, semente básica, semente nativa in natura, semente certificada de primeira geração (C1), semente certificada de segunda geração (C2), semente não certificada de primeira geração (S1), semente não certificada de segunda geração (S2) e sementes de cultivar local, tradicional ou crioula; em conformidade com as definições e demais requisitos da legislação específica Capítulos 7, 10 e 12"
07;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 10";"Semente genética, semente básica, semente nativa in natura, semente certificada de primeira geração (C1), semente certificada de segunda geração (C2), semente não certificada de primeira geração (S1), semente não certificada de segunda geração (S2) e sementes de cultivar local, tradicional ou crioula; em conformidade com as definições e demais requisitos da legislação específica Capítulos 7, 10 e 12"
10;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 10";"Semente genética, semente básica, semente nativa in natura, semente certificada de primeira geração (C1), semente certificada de segunda geração (C2), semente não certificada de primeira geração (S1), semente não certificada de segunda geração (S2) e sementes de cultivar local, tradicional ou crioula; em conformidade com as definições e demais requisitos da legislação específica Capítulos 7, 10 e 12"
30029000;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 12";"Vacinas, soros e medicamentos, de uso veterinário, exceto de animais domésticos 3002.12 3002.15 3002.42 3002.90.00 30.04"
300212;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 12";"Vacinas, soros e medicamentos, de uso veterinário, exceto de animais domésticos 3002.12 3002.15 3002.42 3002.90.00 30.04"
300215;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 12";"Vacinas, soros e medicamentos, de uso veterinário, exceto de animais domésticos 3002.12 3002.15 3002.42 3002.90.00 30.04"
300242;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 12";"Vacinas, soros e medicamentos, de uso veterinário, exceto de animais domésticos 3002.12 3002.15 3002.42 3002.90.00 30.04"
01051;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 13";"Aves de um dia, exceto as ornamentais 0105.1"
05111000;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 14";"Embriões e sêmen, congelado ou resfriado 0511.10.00 0511.9"
05119;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 14";"Embriões e sêmen, congelado ou resfriado 0511.10.00 0511.9"
04071;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 16";"Ovos fertilizados 0407.1"
01069000;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 17";"Girinos e alevinos 0106.90.00"
230990;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 18";"Rações para animais, concentrados, suplementos, aditivos, premix ou núcleo, exceto para animais domésticos 2309.90"
12;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 19";"Sementes e cereais, mesmo triturados, em grãos esmagados ou trabalhados de outro modo; todos destinados diretamente à fabricação de ração para animais ou diretamente à alimentação animal, exceto de animais domésticos Capítulos 10, 11 e 12"
10;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 19";"Sementes e cereais, mesmo triturados, em grãos esmagados ou trabalhados de outro modo; todos destinados diretamente à fabricação de ração para animais ou diretamente à alimentação animal, exceto de animais domésticos Capítulos 10, 11 e 12"
11;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 19";"Sementes e cereais, mesmo triturados, em grãos esmagados ou trabalhados de outro modo; todos destinados diretamente à fabricação de ração para animais ou diretamente à alimentação animal, exceto de animais domésticos Capítulos 10, 11 e 12"
23050000;reducao;60;"Lei Complementar 214/2025";"Anexo IX, item 20";"Farelos e tortas de produtos vegetais e demais resíduos e desperdícios das indústrias alimentares; todos destinados diretamente à fabricação de ração para animais ou diretamente à alimentação animal, exceto de animais domésticos 23.01 23.02 23.03 2304.00 2305.00.00 23.06 2308.00.00"
