ncm;cest;mva;aliq_interna;op_interna;segmento;norma;dispositivo;trecho
22019000;0300504;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Outras"
22011000;0300504;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Crystal"
22019000;0300504;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Crystal"
22011000;0300504;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/92";"Art. 681, I do RICMS/02 e Port. 264/2023";"Dias D'Avila"
22019000;0300504;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/92";"Art. 681, I do RICMS/02 e Port. 264/2023";"Dias D'Avila"
22011000;0300504;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Entre Rios"
22019000;0300504;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Entre Rios"
22011000;0300504;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"FazBem"
22019000;0300504;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"FazBem"
22011000;0300504;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Imperial"
22019000;0300504;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Imperial"
22011000;0300504;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Indaiá"
22019000;0300504;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Indaiá"
22011000;0300504;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Itaperoá"
22019000;0300504;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Itaperoá"
22011000;0300504;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Lev"
22019000;0300504;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Lev"
22011000;0300504;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Nestle Pureza Vital 6300 ml"
22019000;0300504;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Nestle Pureza Vital 6300 ml"
22011000;0300504;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Outras"
22019000;0300504;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Outras"
22011000;0302400;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Indaiá"
22011000;0302400;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Outras"
22011000;0302400;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"É Leve"
22011000;0302400;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Entre Rios"
22011000;0302400;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"É Leve"
22011000;0302400;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Entre Rios"
22011000;0302400;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Fazbem"
22011000;0302400;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Imperial"
22011000;0302400;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Indaiá"
22011000;0302400;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Itaperoá"
22011000;0302400;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Lev"
22011000;0302400;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"São Cristóvão"
22011000;0302400;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Outras"
22011000;0302500;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Águas Claras"
22011000;0302500;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Dias D’Ávila"
22011000;0302500;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Dinda"
22011000;0302500;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"É Leve"
22011000;0302500;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Entre Rios"
22011000;0302500;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"FazBem"
22011000;0302500;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Imperial"
22011000;0302500;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Indaiá"
22011000;0302500;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Indiana"
22011000;0302500;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Itaperoá"
22011000;0302500;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Lev"
22011000;0302500;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Monte Claro"
22011000;0302500;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Santa Cecília"
22011000;0302500;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"São Cristóvão"
22011000;0302500;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Outras"
22011000;0302500;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Vale"
22011000;0302500;;19;S;"Água mineral";"RICMS/SE - Decreto 21.400/2002 c/c PT 11/91";"Art. 681, I do RICMS/02 e Port. 264/2023";"Outras"
22021000;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Coca-Cola (todos)"
22029900;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Coca-Cola (todos)"
2202;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Coca-Cola (todos)"
22021000;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Fanta (todos)"
22029900;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Fanta (todos)"
2202;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Fanta (todos)"
22021000;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Guaraná Kuat (todos)"
22029900;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Guaraná Kuat (todos)"
2202;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Guaraná Kuat (todos)"
22021000;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"São Geraldo Caju"
22029900;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"São Geraldo Caju"
2202;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"São Geraldo Caju"
22021000;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Sprite (todos)"
22029900;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Sprite (todos)"
2202;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Sprite (todos)"
22021000;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Outros"
22029900;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Outros"
2202;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Outros"
22021000;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Wewi"
22029900;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Wewi"
2202;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Wewi"
22021000;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Outros"
22029900;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Outros"
2202;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Outros"
22021000;0301000;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Cerpa (todos)"
22029900;0301000;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Cerpa (todos)"
2202;0301000;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Cerpa (todos)"
22021000;0301000;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Coca-Cola (todos)"
22029900;0301000;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Coca-Cola (todos)"
2202;0301000;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Coca-Cola (todos)"
22021000;0301000;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Conti Cola (todas)"
22029900;0301000;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Conti Cola (todas)"
2202;0301000;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Conti Cola (todas)"
22021000;0301000;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Fanta (todos)"
22029900;0301000;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Fanta (todos)"
2202;0301000;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Fanta (todos)"
22021000;0301000;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Guaraná Antarctica (todos)"
22029900;0301000;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Guaraná Antarctica (todos)"
2202;0301000;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Guaraná Antarctica (todos)"
22021000;0301000;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Guaraná Kuat (todos)"
22029900;0301000;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Guaraná Kuat (todos)"
2202;0301000;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Guaraná Kuat (todos)"
22021000;0301000;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Pepsi-Cola"
22029900;0301000;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Pepsi-Cola"
2202;0301000;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Pepsi-Cola"
22021000;0301000;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Soda Limonada Antarctica"
22029900;0301000;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Soda Limonada Antarctica"
2202;0301000;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Soda Limonada Antarctica"
22021000;0301000;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Sprite (todos)"
22029900;0301000;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Sprite (todos)"
2202;0301000;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Sprite (todos)"
22021000;0301000;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Sukita"
22029900;0301000;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Sukita"
2202;0301000;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Sukita"
22021000;0301000;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Outros"
22029900;0301000;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Outros"
2202;0301000;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Outros"
22021000;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Hiran"
22029900;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Hiran"
2202;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Hiran"
22021000;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"São Geraldo Caju"
22029900;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"São Geraldo Caju"
2202;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"São Geraldo Caju"
22021000;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Taubaiana"
22029900;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Taubaiana"
2202;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Taubaiana"
22021000;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Todos"
22029900;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Todos"
2202;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Todos"
22021000;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Coca cola"
22029900;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Coca cola"
2202;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Coca cola"
22021000;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Conti Cola (todas)"
22029900;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Conti Cola (todas)"
2202;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Conti Cola (todas)"
22021000;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Fanta"
22029900;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Fanta"
2202;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Fanta"
22021000;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Guaraná Antártica"
22029900;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Guaraná Antártica"
2202;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Guaraná Antártica"
22021000;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Guaraná Kuat"
22029900;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Guaraná Kuat"
2202;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Guaraná Kuat"
22021000;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Pepsi-cola"
22029900;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Pepsi-cola"
2202;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Pepsi-cola"
22021000;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Outros"
22029900;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Outros"
2202;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Outros"
2202;0301101;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Cereser"
2202;0301101;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Outros"
22021000;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Capricho"
22029900;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Capricho"
2202;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Capricho"
22021000;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Conti Cola (todas)"
22029900;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Conti Cola (todas)"
2202;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Conti Cola (todas)"
22021000;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Guaraná Antártica"
22029900;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Guaraná Antártica"
2202;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Guaraná Antártica"
22021000;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Pepsi Cola"
22029900;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Pepsi Cola"
2202;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Pepsi Cola"
22021000;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Outros"
22029900;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Outros"
2202;0301100;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Outros"
