ncm;cest;mva;aliq_interna;op_interna;segmento;norma;dispositivo;trecho
22029900;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Start Energy Drink 500 ml"
210690;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Start Energy Drink 270 ml"
22029900;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Start Energy Drink 270 ml"
210690;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"TNT lata 269 ml"
22029900;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"TNT lata 269 ml"
210690;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"TNT lata 473 ml"
22029900;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"TNT lata 473 ml"
210690;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Tonino Lambonghini Energy Drink lata de 250 ml"
22029900;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Tonino Lambonghini Energy Drink lata de 250 ml"
210690;0301301;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"UpGrade Pet 500 ml"
22029900;0301301;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"UpGrade Pet 500 ml"
210690;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Vulcano Combat - Fruit Punch Lata 310 ml"
22029900;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Vulcano Combat - Fruit Punch Lata 310 ml"
210690;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Vulcano Explosion - F. Tropicais Lata 310 ml"
22029900;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Vulcano Explosion - F. Tropicais Lata 310 ml"
210690;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Vulcano Jungle - Açaí Lata 310 ml"
22029900;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Vulcano Jungle - Açaí Lata 310 ml"
210690;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Vulcano Wild - Morango Selvagem Lata 310 ml"
22029900;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Vulcano Wild - Morango Selvagem Lata 310 ml"
210690;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Vulcano  Energy Drink Lata 250 ml"
22029900;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Vulcano  Energy Drink Lata 250 ml"
210690;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Vulcano  Energy Drink Lata 350 ml"
22029900;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Vulcano  Energy Drink Lata 350 ml"
210690;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Vulcano  Energy Drink Lata 458 ml"
22029900;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Vulcano  Energy Drink Lata 458 ml"
210690;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Vulcano  Energy Drink Lata 473 ml"
22029900;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Vulcano  Energy Drink Lata 473 ml"
210690;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Vulcano Combat - Fruit Punch Lata 473 ml"
22029900;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Vulcano Combat - Fruit Punch Lata 473 ml"
210690;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Vulcano Explosion - F. Tropicais Lata 473 ml"
22029900;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Vulcano Explosion - F. Tropicais Lata 473 ml"
210690;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Vulcano Fire Citrus Lata 473 m"
22029900;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Vulcano Fire Citrus Lata 473 m"
210690;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Vulcano Ice Grape Lata 473 ml"
22029900;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Vulcano Ice Grape Lata 473 ml"
210690;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Vulcano Jungle - Açaí Lata 473 ml"
22029900;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Vulcano Jungle - Açaí Lata 473 ml"
210690;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Vulcano Wild - Morango Selvagem Lata 473 ml"
22029900;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Vulcano Wild - Morango Selvagem Lata 473 ml"
210690;0301301;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Vulcano  Energy Drink Pet 300 ml"
22029900;0301301;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Vulcano  Energy Drink Pet 300 ml"
210690;0301301;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Vulcano Energy Drink Pet 500 ml"
22029900;0301301;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Vulcano Energy Drink Pet 500 ml"
210690;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Vulcano Energyshot 60 ml"
22029900;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Vulcano Energyshot 60 ml"
210690;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Well Lata 269 ml"
22029900;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Well Lata 269 ml"
210690;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Wewi Energy Orgânico Original"
22029900;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Wewi Energy Orgânico Original"
210690;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Wewi Energy Zero Açúcares Original"
22029900;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Wewi Energy Zero Açúcares Original"
210690;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Outros Lata 250 a 355 ml"
22029900;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Outros Lata 250 a 355 ml"
210690;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Outros Lata 473 a 500 ml"
22029900;0301300;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Outros Lata 473 a 500 ml"
210690;0301301;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Outros Pet 500 ml"
22029900;0301301;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Outros Pet 500 ml"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"220 Volts Pet 1000 ml"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"220 Volts Pet 1000 ml"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"220 Volts Pet 2000 ml"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"220 Volts Pet 2000 ml"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"220 Volts Pet 3000 ml"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"220 Volts Pet 3000 ml"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Adrenalina Energy Drink 1 Litro"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Adrenalina Energy Drink 1 Litro"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Adrenalina Energy Drink 2 Litros"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Adrenalina Energy Drink 2 Litros"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Adrenalina Frutas Tropicais 1 Litro"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Adrenalina Frutas Tropicais 1 Litro"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Adrenalina Frutas Tropicais 2 Litros"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Adrenalina Frutas Tropicais 2 Litros"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Adrenalina Morango 1 Litro"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Adrenalina Morango 1 Litro"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Adrenalina Morango 2 Litros"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Adrenalina Morango 2 Litros"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Bad Boy Giant Drink 1 Litro"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Bad Boy Giant Drink 1 Litro"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Bad Wolf Pet 1000 ml"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Bad Wolf Pet 1000 ml"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Bad Wolf Pet 2000 ml"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Bad Wolf Pet 2000 ml"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Ballad Pet 2000 ml"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Ballad Pet 2000 ml"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Baly Pet (todos) 1000 ml"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Baly Pet (todos) 1000 ml"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Baly Pet (todos) 2000 ml"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Baly Pet (todos) 2000 ml"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Big Power Pet 600 ml"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Big Power Pet 600 ml"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Big Power Pet 2000 ml"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Big Power Pet 2000 ml"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Bivolt Power Pet 1 Litro"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Bivolt Power Pet 1 Litro"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Bivolt Power Pet 2 Litros"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Bivolt Power Pet 2 Litros"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Blade Energy Original/Tropical/Zero/Açai Pet 1000 ml"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Blade Energy Original/Tropical/Zero/Açai Pet 1000 ml"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Blade Energy Original/Tropical/Zero/Açai Pet 2000 ml"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Blade Energy Original/Tropical/Zero/Açai Pet 2000 ml"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Bug Energy Drink Pet 1000 ml"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Bug Energy Drink Pet 1000 ml"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Burn Pet 1000 ml"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Burn Pet 1000 ml"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Dub Life Pet 1000 ml"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Dub Life Pet 1000 ml"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Dub Life Pet 2000 ml"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Dub Life Pet 2000 ml"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"El Loco (sabores) Pet 2000 ml"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"El Loco (sabores) Pet 2000 ml"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Electron 2000 ml"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Electron 2000 ml"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Ener Up Pet 1000 ml"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Ener Up Pet 1000 ml"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Ener Up Pet 2000 ml"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Ener Up Pet 2000 ml"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Express Pet 2000 ml"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Express Pet 2000 ml"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Extra power eber. PET 1000 ml"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Extra power eber. PET 1000 ml"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Fire Pet 1000 ml"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Fire Pet 1000 ml"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Firefox Pet 1000 ml"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Firefox Pet 1000 ml"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Firefox Pet 2000 ml"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Firefox Pet 2000 ml"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Flying Horse Pet 1 Litro"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Flying Horse Pet 1 Litro"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Flying Horse Energy Pet 1 Litro"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Flying Horse Energy Pet 1 Litro"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Freepower EnergyDrink 600 ml"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Freepower EnergyDrink 600 ml"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Fuel Energy Drink Pet 1000 ml"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Fuel Energy Drink Pet 1000 ml"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Full Energy Drink  Maçã Verde Pet 1000 ml"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Full Energy Drink  Maçã Verde Pet 1000 ml"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Full Energy Drink  Maçã Verde Pet 2000 ml"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Full Energy Drink  Maçã Verde Pet 2000 ml"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Full Energy Drink Pet 1000 ml"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Full Energy Drink Pet 1000 ml"
210690;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Full Energy Drink Pet 2000 ml"
22029900;0301400;;19;S;"Bebidas frias";"RICMS/SE - Decreto 21.400/2002 c/c PT 10/92";"Art. 681, I do RICMS/02 e Port. 263/2023";"Full Energy Drink Pet 2000 ml"
