segmento;anexo;item;cest;ncm;descricao;op_interna;protocolo;legislacao;mva4;mva7;mva12;mva_int;mva2_4;mva2_7;mva2_12;mva2_int;mva_ns4;mva_ns7;mva_ns12;mva_imp;pfc;aliq_interna;fecoep;aliq_txt;vigencia;versao
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,115;0301001;;Coca-Cola Zero;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;8,62;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,116;0301001;;Coca-Cola + Coca-Cola sem açúcar (combo);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;16,99;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,117;0301001;;Coca-Cola + Fanta Guaraná (combo);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;14,56;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,118;0301001;;Coca-Cola + Fanta Laranja (combo);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;14,73;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,119;0301001;;Coca-Cola + Sprite Original (combo);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;13,97;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,121;0301001;;Coca-Cola REFPET;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;6,61;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,122;0301001;;Coca-Cola REFPET (Com o valor da embalagem);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;8;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,123;0301001;;Conti cola (todas);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;5,04;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,124;0301001;;Conti Sabores (todos);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;4,78;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,125;0301001;;Coroa;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;3;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,126;0301001;;Dore (todos);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;2,90;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,127;0301001;;Fanta (todos);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;7,27;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,128;0301001;;Fanta Guaraná REFPET;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;5,97;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,129;0301001;;Fanta Guaraná REFPET (Com o valor da embalagem);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;8,52;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,13;0301001;;Fanta Laranja REFPET;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;5,82;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,131;0301001;;Fanta Laranja REFPET (Com o valor da embalagem);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;5,89;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,132;0301001;;Frevo;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;2,90;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,133;0301001;;Friish;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;3,03;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,134;0301001;;Goob (todos);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;4,74;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,135;0301001;;Grapette;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;2,90;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,136;0301001;;Guaraná Antarctica;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;7,54;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,139;0301001;;Guaraná Kuat / Zero;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;6,22;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,14;0301001;;Hiran (todos);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;4,89;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,141;0301001;;Ice Cola (todos);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;3,56;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,142;0301001;;IT! Cola;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;4,26;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,143;0301001;;IT! Sabores;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;4,17;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,144;0301001;;Itubaina;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;4,16;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,145;0301001;;Itubaina Maçã;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;4,16;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,146;0301001;;Kitubaína Dore;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;2,90;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,147;0301001;;Pepsi-Cola (todas);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;6,62;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,148;0301001;;Q'Tal;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;2,90;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,149;0301001;;Realça;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;3,17;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,15;0301001;;Refree (todos);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;3,37;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,151;0301001;;Refri Indaiá Cola;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;3,99;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,152;0301001;;Refri Indaiá Sabores;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;4,07;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,153;0301001;;Santa Joana (todos);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;2,90;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,154;0301001;;São Geraldo Caju;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;7,62;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,155;0301001;;Simba;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;4,38;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,156;0301001;;Simba Laranja;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;4,38;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,157;0301001;;Soda Limonada Antarctica;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;6,25;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,158;0301001;;Sprite / Zero;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;7,46;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,159;0301001;;Sukita (demais);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;5,49;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,16;0301001;;Sukita Limão;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;5,49;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,161;0301001;;Taubaiana;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;4,03;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,162;0301001;;Tubaína Real;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;3,13;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,163;0301001;;Viva Schin Cola;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;4,88;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,164;0301001;;Viva Schin Sabores;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;5,26;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,165;0301001;;Viver Cola;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;2,90;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,166;0301001;;Viver sabores;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;2,90;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,167;0301001;;Outros;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;11;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,168;0301001;;Coca-Cola / Zero;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;9,47;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,169;0301001;;Coca-Cola Menos Açúcar;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;9,47;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,17;0301001;;Fanta (todos);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;7,77;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,171;0301001;;Goob (todos);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;4,77;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,172;0301001;;Guaraná Antarctica;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;8,01;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,173;0301001;;Guaraná Kuat / Zero;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;5,93;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,174;0301001;;Ice Cola (todos);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;4,42;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,175;0301001;;Pepsi-Cola;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;7,73;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,176;0301001;;Refree (todos);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;4,77;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,177;0301001;;Outros;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;12;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,178;0301001;;Coca-cola/Zero;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;10,71;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,179;0301001;;Coca-Cola Menos Açúcar;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;10,71;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,18;0301001;;Conti Cola (Todas);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;7,43;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,181;0301001;;Conti Sabores (todos);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;7,17;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,182;0301001;;Guaraná Antártica;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;9,45;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,183;0301001;;Pepsi-cola (todas);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;9,14;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,184;0301001;;Taubaiana;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;5,87;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,185;0301001;;Xamego;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;8,25;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,186;0301001;;Outras;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;13;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,187;0301002;;Antarctica Citrus;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;2,41;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,188;0301002;;Conti Cola (todas);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;1,88;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,189;0301002;;Conti Sabores (todos);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;1,75;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,19;0301002;;Guaraná Antártica (todos);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;1,86;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,191;0301002;;Pepsi Cola (todas);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;2,04;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,192;0301002;;São Geraldo Caju;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;2,25;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,1929999999999;0301002;;Sleek Can Coca Cola;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;2,62;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,1939999999999;0301002;;Sleek Can Coca Cola zero/Sem açucar;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;2,45;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,1949999999999;0301002;;Sleek Can Coca Cola Café;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;2,65;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,1959999999999;0301002;;Sleek Can Fanta (todas);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;2,09;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,1969999999999;0301002;;Sleek Can Kuat/zero;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;1,97;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,1979999999999;0301002;;Sleek Can Sprite/zero;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;1,96;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,1989999999999;0301002;;Taubaiana;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;1,62;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,1999999999999;0301002;;Outras;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;3;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,2009999999999;0301002;;Cerpa (todos);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;1,79;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,2019999999999;0301002;;Coca-Cola (todos);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;3,56;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,2029999999999;0301002;;Coca-Cola Color 6 unidades (combo);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;16,22;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,2039999999999;0301002;;Coca-Cola sem açúcar 6 unidades (combo);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;15,24;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,2049999999999;0301002;;Coca-Cola Color sem açúcar Byte Pixel;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;3,60;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,2059999999999;0301002;;Conti Cola (todas);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;2,36;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,2069999999999;0301002;;Conti Sabores;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;2,15;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,2079999999999;0301002;;Fanta Laranja 6 unidades (combo);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;15,17;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,2089999999999;0301002;;Fanta (todas);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;3,27;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,2099999999999;0301002;;FYS;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;2,72;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,2109999999999;0301002;;Guaraná Antarctica (todos);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;3,16;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,2119999999999;0301002;;Guaraná Antarctica 310 ml (todos);S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;2,30;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,2129999999999;0301002;;Guaraná Kuat / Zero;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;3,08;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,2139999999999;0301002;;IT!;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;2,53;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,2149999999999;0301002;;Itubaina;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;1,97;19;2;19% + 2% (FECOEP);01/07/2023;0019
CERVEJAS, CHOPES, REFRIGERANTES E OUTRAS BEBIDAS;IV;10,2159999999999;0301002;;Jesus;S;PT 10/92;Art. 681, I do RICMS/02 e Port. 263/2023;;;;;;;;;;;;;3,23;19;2;19% + 2% (FECOEP);01/07/2023;0019
